60FL_15DE_10repeat	0.05	0.304	0.4807	0.0	0.0	0.4814	0.9945	0.6487	0.4807	0.4809	0.0	0.0	0.4048	0.0	0.0	0.5	0.0	0.0
60FL_15DE_10repeat	0.05	0.3042	0.4815	0.0	0.0	0.4818	0.9965	0.6495	0.4815	0.4809	0.0	0.0	0.4048	0.0	0.0	0.5	0.0	0.0
60FL_15DE_10repeat	0.05	0.2536	0.4852	0.0	0.0	0.4816	0.8852	0.6238	0.4852	0.4977	0.0	0.0	0.5034	0.0	0.0	0.513	0.0	0.0
60FL_15DE_10repeat	0.05	0.3045	0.4818	0.0	0.0	0.4819	0.9969	0.6497	0.4818	0.4809	0.0	0.0	0.4048	0.0	0.0	0.5	0.0	0.0
0perc_0repeat	0.05	0.3041	0.4817	0.0	0.0	0.4819	0.9968	0.6497	0.4817	0.4809	0.0	0.0	0.4048	0.0	0.0	0.5	0.0	0.0
60FL_15DE_10repeat	0.05	0.3043	0.4817	0.0	0.0	0.4819	0.9969	0.6497	0.4817	0.4809	0.0	0.0	0.4048	0.0	0.0	0.5	0.0	0.0
0perc_0repeat	0.05	0.3039	0.482	0.0	0.0	0.482	0.9966	0.6498	0.482	0.4809	0.0	0.0	0.4048	0.0	0.0	0.5	0.0	0.0
0perc_0repeat	0.05	0.2539	0.4837	0.0	0.0	0.4808	0.8875	0.6237	0.4837	0.4977	0.0	0.0	0.5034	0.0	0.0	0.513	0.0	0.0
60FL_15DE_10repeat	0.05	0.262	0.48	0.0	0.0	0.4807	0.9765	0.6442	0.48	0.4809	0.0	0.0	0.4667	0.0	0.0	0.4894	0.0	0.0
0perc_0repeat	0.05	0.2619	0.4813	0.0	0.0	0.4813	0.9759	0.6447	0.4813	0.4809	0.0	0.0	0.4667	0.0	0.0	0.4894	0.0	0.0
60FL_15DE_10repeat	0.05	0.3316	0.4805	0.0	0.0	0.4812	0.9889	0.6473	0.4805	0.5161	0.0	0.0	0.4146	0.0	0.0	0.5294	0.0	0.0
0perc_0repeat	0.05	0.3315	0.481	0.0	0.0	0.4814	0.9885	0.6474	0.481	0.5161	0.0	0.0	0.4146	0.0	0.0	0.5294	0.0	0.0
60FL_15DE_10repeat	0.05	0.3335	0.508	0.0262	0.0117	0.1991	0.3105	0.2426	0.5262	0.5067	0.0206	0.0092	0.5264	0.0265	0.0	0.4763	0.0146	0.0
60FL_15DE_10repeat	0.05	0.262	0.5021	0.0215	0.0096	0.4252	0.3232	0.3672	0.4968	0.4974	0.0245	0.011	0.4725	0.018	0.0	0.4362	0.0229	0.0
60FL_15DE_10repeat	0.05	0.3043	0.5054	0.0237	0.0106	0.329	0.307	0.3176	0.5182	0.5067	0.0189	0.0084	0.499	0.0232	0.0	0.4426	0.0278	0.0



60FL_15DE_10repeat	0.05	0.252	0.5153	0.005	0.0022	0.473	0.1988	0.2799	0.5125	0.4751	0.0	0.0	0.4893	0.0	0.0	0.4667	0.0	0.0
60FL_15DE_10repeat	0.05	0.3056	0.4734	0.005	0.0023	0.4736	0.9961	0.642	0.4727	0.4809	0.0	0.0	0.4048	0.0	0.0	0.5	0.0	0.0
60FL_15DE_10repeat	0.05	0.4765	0.474	0.0047	0.0021	0.474	1.0	0.6432	0.4737	0.4633	0.0	0.0	0.4286	0.0	0.0	0.6491	0.0	0.0


