1given1	0.1	0.5	0.6	0.9

original	0.571	0.5832	0.5876	0.5881
05perc_10repeat	0.555	0.5845	0.5786	0.5819
05perc_2repeat	0.5507	0.5844	0.5827	0.5836
05perc_5repeat	0.5641	0.5781	0.5822	0.5811
15perc_10repeat	0.5423	0.5676	0.5716	0.5715
15perc_2repeat	0.5652	0.5746	0.5738	0.5764
15perc_5repeat	0.5548	0.5715	0.5744	0.5732
30perc_10repeat	0.5352	0.5531	0.5541	0.5536
30perc_2repeat	0.5424	0.5626	0.5648	0.5638
30perc_5repeat	0.5438	0.5554	0.555	0.557
40perc_10repeat	0.5243	0.5421	0.5395	0.5444
40perc_2repeat	0.5483	0.5563	0.5556	0.5559
40perc_5repeat	0.5303	0.549	0.5457	0.5475
50perc_10repeat	0.5275	0.5354	0.5332	0.5331
50perc_2repeat	0.5174	0.5458	0.5474	0.5464
50perc_5repeat	0.5232	0.5399	0.5394	0.536
60perc_10repeat	0.5011	0.5227	0.5201	0.5218
60perc_2repeat	0.5272	0.5385	0.5374	0.5397
60perc_5repeat	0.5239	0.5246	0.526	0.5278
70perc_10repeat	0.4878	0.508	0.5091	0.5106
70perc_2repeat	0.5144	0.5309	0.5314	0.5307
70perc_5repeat	0.5044	0.5173	0.5184	0.5158
80perc_10repeat	0.5018	0.5003	0.4979	0.4991
80perc_2repeat	0.5176	0.5173	0.5202	0.5231
80perc_5repeat	0.491	0.5057	0.5061	0.507
90perc_10repeat	0.4831	0.4873	0.4873	0.4891
90perc_2repeat	0.5068	0.5177	0.5122	0.5156
90perc_5repeat	0.4902	0.4988	0.495	0.4981
100perc_10repeat	0.4603	0.477	0.474	0.4773
100perc_2repeat	0.4965	0.5058	0.5082	0.5071
100perc_5repeat	0.471	0.4859	0.4863	0.4875
