priorClass0	0.1	0.5	0.6	0.9

original	0.5306	0.5295	0.5272	0.5277
05prec_10repeat	0.5251	0.525	0.5247	0.5246
05prec_2repeat	0.5217	0.5277	0.5268	0.5248
05prec_5repeat	0.5273	0.5227	0.5234	0.5257
15perc_10repeat	0.5218	0.5197	0.5201	0.5201
15perc_2repeat	0.5236	0.521	0.5199	0.5218
15perc_5repeat	0.5153	0.5226	0.5185	0.5204
30perc_10repeat	0.5118	0.5124	0.514	0.5128
30perc_2repeat	0.5177	0.5163	0.5148	0.5151
30perc_5repeat	0.5139	0.5134	0.5143	0.5143
40perc_10repeat	0.5134	0.5077	0.5076	0.5081
40perc_2repeat	0.5167	0.5125	0.5127	0.5137
40perc_5repeat	0.5101	0.508	0.5094	0.509
50perc_10repeat	0.5019	0.5027	0.5028	0.5023
50perc_2repeat	0.5122	0.5078	0.5078	0.5095
50perc_5repeat	0.5074	0.5053	0.504	0.505
60perc_10repeat	0.4958	0.4976	0.4971	0.4969
60perc_2repeat	0.5059	0.5066	0.5053	0.505
60perc_5repeat	0.4986	0.4996	0.5008	0.4999
70perc_10repeat	0.4949	0.4928	0.4928	0.4926
70perc_2repeat	0.5012	0.5021	0.502	0.502
70perc_5repeat	0.4974	0.496	0.4949	0.4963
80perc_10repeat	0.491	0.4873	0.4868	0.4878
80perc_2repeat	0.4964	0.498	0.4988	0.4982
80perc_5repeat	0.4923	0.4906	0.4907	0.491
90perc_10repeat	0.4824	0.4821	0.4822	0.4826
90perc_2repeat	0.4943	0.4938	0.493	0.4938
90perc_5repeat	0.4869	0.4861	0.4847	0.4869
100perc_10repeat	0.4716	0.4781	0.4802	0.4773
100perc_2repeat	0.4915	0.4908	0.4901	0.4908
100perc_5repeat	0.4826	0.4823	0.481	0.4815
