5perc_2repeat	0.05	0.2076	0.6645	0.0406	0.0129	0.5138	0.3817	0.438	0.666	0.0045	0.0014	0.6052	0.1133	0.0358	0.6649	0.0234	0.0074	0.0	0.0	0.0	0.1072	0.3233
90perc_2repeat	0.05	0.2248	0.6294	0.0909	0.0288	0.4843	0.415	0.447	0.6643	0.0071	0.0023	0.5654	0.1349	0.0427	0.6524	0.0158	0.005	0.0	0.0	0.0	0.1181	0.3485
60perc_10repeat	0.05	0.1989	0.6811	0.0088	0.0028	0.5256	0.2873	0.3715	0.6681	0.0054	0.0017	0.6536	0.0708	0.0224	0.6619	0.0246	0.0078	0.0	0.0	0.0	0.135	0.2654
30perc_10repeat	0.05	0.2113	0.6555	0.0474	0.015	0.5094	0.3938	0.4442	0.664	0.0091	0.0029	0.5943	0.1075	0.034	0.6644	0.0264	0.0084	0.0	0.0	0.0	0.1425	0.3135
30perc_2repeat	0.05	0.2064	0.6609	0.065	0.0205	0.5206	0.3149	0.3924	0.6683	0.0068	0.0021	0.6711	0.1165	0.0369	0.6738	0.0326	0.0103	0.0	0.0	0.0	0.1176	0.2529
30perc_5repeat	0.05	0.2023	0.6757	0.0132	0.0042	0.5251	0.3104	0.3902	0.6678	0.0068	0.0021	0.6507	0.1243	0.0393	0.6677	0.0203	0.0064	0.0	0.0	0.0	0.1399	0.2748
40perc_10repeat	0.05	0.1992	0.679	0.0077	0.0024	0.5247	0.2783	0.3637	0.6683	0.0071	0.0022	0.668	0.0972	0.0307	0.6687	0.0116	0.0037	0.0	0.0	0.0	0.1255	0.2559
60perc_5repeat	0.05	0.2156	0.6492	0.0766	0.0242	0.5094	0.3952	0.4451	0.6681	0.0066	0.0021	0.604	0.1371	0.0434	0.6603	0.0217	0.0068	0.0	0.0	0.0	0.1279	0.3181
50perc_2repeat	0.05	0.2035	0.6685	0.0155	0.0049	0.5055	0.421	0.4594	0.6661	0.0079	0.0025	0.5945	0.1196	0.0378	0.6609	0.0291	0.0092	0.0	0.0	0.0	0.1103	0.326
50perc_10repeat	0.05	0.205	0.673	0.0181	0.0057	0.5193	0.4168	0.4624	0.6647	0.0072	0.0023	0.588	0.1304	0.0412	0.6542	0.0276	0.0087	0.0	0.0	0.0	0.1407	0.3266
15perc_5repeat	0.05	0.21	0.6544	0.0613	0.0194	0.5091	0.3569	0.4196	0.6674	0.0078	0.0025	0.6081	0.1395	0.0441	0.6627	0.0247	0.0078	0.0	0.0	0.0	0.1449	0.3118
60perc_2repeat	0.1	0.1947	0.6909	0.009	0.0028	0.5518	0.3888	0.4562	0.6671	0.0067	0.0021	0.6809	0.0662	0.0209	0.6864	0.0118	0.0037	0.0	0.0	0.0	0.1904	0.2381
100perc_5repeat	0.05	0.2094	0.6623	0.0304	0.0096	0.5022	0.3731	0.4281	0.6641	0.0074	0.0023	0.5819	0.1386	0.0438	0.6668	0.0278	0.0088	0.0	0.0	0.0	0.1157	0.3264
100perc_10repeat	0.05	0.2238	0.6553	0.0693	0.0219	0.5152	0.4467	0.4785	0.6637	0.0078	0.0025	0.6449	0.0991	0.0313	0.6659	0.0248	0.0078	0.0	0.0	0.0	0.1083	0.2721
70perc_5repeat	0.1	0.193	0.696	0.0094	0.003	0.561	0.4055	0.4708	0.6624	0.0085	0.0027	0.7286	0.0454	0.0144	0.6851	0.0121	0.0038	0.0	0.0	0.0	0.1893	0.1962
70perc_10repeat	0.1	0.197	0.6856	0.0108	0.0034	0.5322	0.4434	0.4837	0.6635	0.0074	0.0023	0.6587	0.0731	0.0231	0.6807	0.0133	0.0042	0.0	0.0	0.0	0.1747	0.2514
70perc_2repeat	0.1	0.1953	0.6893	0.014	0.0044	0.5487	0.3867	0.4537	0.6673	0.0076	0.0024	0.6849	0.0847	0.0268	0.6917	0.0242	0.0077	0.0	0.0	0.0	0.1508	0.2337
30perc_10repeat	0.1	0.1968	0.6845	0.0143	0.0045	0.5345	0.4351	0.4797	0.669	0.005	0.0016	0.6512	0.0797	0.0252	0.6835	0.0201	0.0063	0.0	0.0	0.0	0.1095	0.2574
90perc_5repeat	0.1	0.1968	0.6864	0.0193	0.0061	0.5646	0.3114	0.4014	0.6672	0.0066	0.0021	0.697	0.0774	0.0245	0.6902	0.0201	0.0064	0.0	0.0	0.0	0.1411	0.2281
50perc_2repeat	0.1	0.2151	0.6613	0.066	0.0209	0.5149	0.4859	0.5	0.6601	0.0078	0.0025	0.6405	0.1013	0.032	0.6794	0.022	0.0069	0.0	0.0	0.0	0.1247	0.2658
50perc_10repeat	0.1	0.1948	0.6873	0.0115	0.0036	0.5444	0.3798	0.4474	0.6688	0.0061	0.0019	0.6708	0.0865	0.0273	0.6791	0.0179	0.0057	0.0	0.0	0.0	0.129	0.2441
90perc_2repeat	0.1	0.2014	0.6769	0.0222	0.007	0.5245	0.4635	0.4921	0.6682	0.0085	0.0027	0.6339	0.0884	0.028	0.6781	0.0173	0.0055	0.0	0.0	0.0	0.1128	0.272
30perc_5repeat	0.1	0.1979	0.6807	0.0183	0.0058	0.5242	0.4782	0.5001	0.6615	0.0082	0.0026	0.6498	0.0725	0.0229	0.6796	0.0187	0.0059	0.0	0.0	0.0	0.1692	0.2559
100perc_2repeat	0.1	0.1932	0.6944	0.0052	0.0016	0.5673	0.3515	0.4341	0.6676	0.007	0.0022	0.6993	0.0451	0.0143	0.6849	0.0175	0.0055	0.0	0.0	0.0	0.1459	0.218
60perc_5repeat	0.1	0.194	0.6885	0.0106	0.0034	0.5471	0.4091	0.4682	0.6637	0.0085	0.0027	0.6995	0.0676	0.0214	0.6886	0.0174	0.0055	0.0	0.0	0.0	0.1707	0.2242
50perc_5repeat	0.1	0.1945	0.6881	0.0116	0.0037	0.5443	0.3784	0.4465	0.662	0.009	0.0028	0.6812	0.0631	0.02	0.6838	0.0151	0.0048	0.0	0.0	0.0	0.1595	0.2362
5perc_10repeat	0.1	0.1919	0.6959	0.0051	0.0016	0.579	0.3107	0.4044	0.6663	0.0079	0.0025	0.7325	0.0186	0.0059	0.6882	0.0086	0.0027	0.0	0.0	0.0	0.1591	0.1959
15perc_10repeat	0.1	0.1933	0.692	0.008	0.0025	0.5528	0.3764	0.4479	0.6641	0.0067	0.0021	0.7042	0.0459	0.0145	0.6931	0.0203	0.0064	0.0	0.0	0.0	0.1667	0.217
5perc_5repeat	0.1	0.1921	0.6939	0.0108	0.0034	0.5662	0.3598	0.44	0.6699	0.0049	0.0015	0.7028	0.0608	0.0192	0.6909	0.0117	0.0037	0.0	0.0	0.0	0.1524	0.2183
15perc_2repeat	0.1	0.2007	0.676	0.0508	0.0161	0.5535	0.3587	0.4353	0.6703	0.006	0.0019	0.6568	0.0819	0.0259	0.6766	0.0173	0.0055	0.0	0.0	0.0	0.142	0.2517
60perc_10repeat	0.1	0.1956	0.6904	0.0097	0.0031	0.5557	0.3963	0.4627	0.6629	0.0087	0.0028	0.6885	0.0824	0.026	0.6889	0.019	0.006	0.0	0.0	0.0	0.1402	0.2313
100perc_10repeat	0.1	0.1931	0.6934	0.0095	0.003	0.5717	0.3188	0.4094	0.67	0.0043	0.0014	0.6952	0.0769	0.0243	0.6925	0.0199	0.0063	0.0	0.0	0.0	0.1165	0.2248
40perc_5repeat	0.1	0.1946	0.6867	0.0103	0.0033	0.548	0.4038	0.465	0.6641	0.0091	0.0029	0.696	0.049	0.0155	0.6856	0.0227	0.0072	0.0	0.0	0.0	0.1251	0.2195
30perc_2repeat	0.1	0.2036	0.673	0.0188	0.0059	0.534	0.4151	0.4671	0.6664	0.0068	0.0021	0.617	0.0982	0.0311	0.673	0.0193	0.0061	0.0	0.0	0.0	0.1721	0.2842
5perc_2repeat	0.1	0.2171	0.6472	0.0698	0.0221	0.5105	0.4763	0.4928	0.6674	0.0075	0.0024	0.6157	0.1048	0.0331	0.6786	0.019	0.006	0.0	0.0	0.0	0.1168	0.2877
90perc_10repeat	0.1	0.1928	0.6938	0.0048	0.0015	0.5721	0.3084	0.4008	0.6686	0.0062	0.002	0.6969	0.0465	0.0147	0.6835	0.0156	0.0049	0.0	0.0	0.0	0.1751	0.2243
100perc_5repeat	0.1	0.2011	0.6737	0.0471	0.0149	0.5427	0.4167	0.4715	0.6636	0.0076	0.0024	0.6883	0.0806	0.0255	0.6864	0.0201	0.0063	0.0	0.0	0.0	0.18	0.23
15perc_5repeat	0.1	0.1927	0.6917	0.0079	0.0025	0.5635	0.3249	0.4122	0.6685	0.0071	0.0022	0.6953	0.0546	0.0173	0.6875	0.0114	0.0036	0.0	0.0	0.0	0.1808	0.2262
40perc_10repeat	0.1	0.198	0.6855	0.0138	0.0044	0.5458	0.3799	0.448	0.6641	0.0078	0.0025	0.6804	0.082	0.0259	0.6827	0.0213	0.0067	0.0	0.0	0.0	0.1383	0.2357
50perc_10repeat	0.2	0.185	0.7103	0.0049	0.0016	0.5946	0.4068	0.4831	0.6667	0.0056	0.0018	0.7275	0.0236	0.0075	0.7033	0.0098	0.0031	0.0	0.0	0.0	0.1655	0.1952
15perc_2repeat	0.2	0.1842	0.7125	0.0067	0.0021	0.6005	0.39	0.4729	0.6699	0.0044	0.0014	0.7377	0.0196	0.0062	0.7039	0.0102	0.0032	0.0	0.0	0.0	0.1159	0.1881
40perc_2repeat	0.2	0.1849	0.708	0.006	0.0019	0.6093	0.3467	0.4419	0.6693	0.0024	0.0008	0.7317	0.0184	0.0058	0.7053	0.0178	0.0056	0.0	0.0	0.0	0.2033	0.1942
70perc_5repeat	0.2	0.1752	0.7325	0.0046	0.0015	0.6128	0.5164	0.5604	0.6681	0.0069	0.0022	0.7382	0.0185	0.0059	0.7054	0.0122	0.0038	0.0	0.0	0.0	0.1742	0.188
100perc_10repeat	0.2	0.1745	0.733	0.0057	0.0018	0.6141	0.518	0.562	0.6675	0.007	0.0022	0.74	0.0163	0.0051	0.7078	0.0117	0.0037	0.0	0.0	0.0	0.188	0.1872
100perc_5repeat	0.2	0.1771	0.731	0.0081	0.0026	0.5962	0.5664	0.5809	0.6683	0.0081	0.0026	0.7286	0.0232	0.0073	0.6952	0.0103	0.0033	0.0	0.0	0.0	0.1656	0.1934
100perc_2repeat	0.2	0.1745	0.7336	0.0028	0.0009	0.6175	0.5044	0.5553	0.6657	0.0071	0.0022	0.7408	0.0083	0.0026	0.7075	0.0122	0.0039	0.0	0.0	0.0	0.1684	0.1873
90perc_2repeat	0.2	0.1762	0.7311	0.009	0.0028	0.5993	0.5576	0.5777	0.6647	0.008	0.0025	0.7352	0.018	0.0057	0.7042	0.01	0.0032	0.0	0.0	0.0	0.1112	0.1915
70perc_10repeat	0.2	0.1752	0.7315	0.0075	0.0024	0.611	0.5224	0.5632	0.6689	0.0052	0.0016	0.7387	0.0147	0.0046	0.7083	0.0123	0.0039	0.0	0.0	0.0	0.179	0.1873
90perc_10repeat	0.2	0.1772	0.7297	0.0161	0.0051	0.5982	0.5586	0.5777	0.6685	0.0078	0.0025	0.7281	0.031	0.0098	0.7004	0.0134	0.0042	0.0	0.0	0.0	0.1632	0.1942
70perc_2repeat	0.2	0.1756	0.7335	0.0092	0.0029	0.6067	0.5431	0.5731	0.6715	0.0039	0.0012	0.7345	0.0183	0.0058	0.7015	0.0108	0.0034	0.0	0.0	0.0	0.15	0.1919
100perc_10repeat	0.2	0.1841	0.7183	0.0232	0.0073	0.5664	0.6287	0.5959	0.6664	0.007	0.0022	0.7042	0.0442	0.014	0.6972	0.0149	0.0047	0.0	0.0	0.0	0.1865	0.2125
90perc_2repeat	0.2	0.1778	0.7291	0.0064	0.002	0.5958	0.5477	0.5707	0.669	0.0056	0.0018	0.7325	0.0193	0.0061	0.6982	0.0125	0.0039	0.0	0.0	0.0	0.1714	0.1894
100perc_5repeat	0.2	0.1755	0.7302	0.0098	0.0031	0.6061	0.5218	0.5608	0.6677	0.0082	0.0026	0.739	0.0183	0.0058	0.7029	0.0153	0.0048	0.0	0.0	0.0	0.1553	0.1863
100perc_2repeat	0.2	0.1777	0.7275	0.0128	0.004	0.593	0.5538	0.5728	0.6616	0.0084	0.0027	0.7305	0.0261	0.0082	0.7032	0.0135	0.0043	0.0	0.0	0.0	0.1479	0.1931
70perc_2repeat	0.2	0.1784	0.7267	0.0107	0.0034	0.5882	0.574	0.5811	0.6672	0.0059	0.0019	0.7226	0.0253	0.008	0.6969	0.0096	0.003	0.0	0.0	0.0	0.1373	0.198
70perc_5repeat	0.2	0.1741	0.7348	0.007	0.0022	0.6172	0.5125	0.56	0.6661	0.0075	0.0024	0.7465	0.008	0.0025	0.7054	0.0118	0.0037	0.0	0.0	0.0	0.1498	0.1818
90perc_5repeat	0.2	0.1774	0.7298	0.0101	0.0032	0.5982	0.5592	0.578	0.6681	0.007	0.0022	0.7261	0.0261	0.0083	0.7018	0.0153	0.0048	0.0	0.0	0.0	0.1876	0.1972
70perc_10repeat	0.2	0.1755	0.7321	0.011	0.0035	0.609	0.5297	0.5666	0.6639	0.0094	0.003	0.7363	0.0303	0.0096	0.702	0.0125	0.004	0.0	0.0	0.0	0.207	0.1885
30perc_5repeat	0.4	0.1678	0.7484	0.004	0.0013	0.6309	0.5522	0.5889	0.6718	0.0089	0.0028	0.7497	0.0028	0.0009	0.7179	0.009	0.0028	0.0	0.0	0.0	0.2536	0.1749
60perc_2repeat	0.4	0.1674	0.7488	0.0035	0.0011	0.6489	0.5295	0.5831	0.6668	0.0068	0.0021	0.7512	0.0037	0.0012	0.7269	0.0092	0.0029	0.0	0.0	0.0	0.18	0.1745
50perc_2repeat	0.4	0.1688	0.7474	0.0061	0.0019	0.6257	0.5567	0.5892	0.6701	0.0123	0.0039	0.7491	0.008	0.0025	0.718	0.0117	0.0037	0.0	0.0	0.0	0.1749	0.1751
50perc_5repeat	0.4	0.1662	0.7502	0.0041	0.0013	0.6454	0.5398	0.5879	0.6693	0.0054	0.0017	0.7527	0.004	0.0013	0.7247	0.0082	0.0026	0.0	0.0	0.0	0.228	0.1726
50perc_10repeat	0.4	0.1675	0.7484	0.0051	0.0016	0.6365	0.5425	0.5858	0.6713	0.0066	0.0021	0.7498	0.0035	0.0011	0.7196	0.0063	0.002	0.0	0.0	0.0	0.2012	0.1745
15perc_2repeat	0.4	0.1675	0.7477	0.0023	0.0007	0.6434	0.5395	0.5869	0.6684	0.0059	0.0019	0.7487	0.0038	0.0012	0.7184	0.0107	0.0034	0.0	0.0	0.0	0.1792	0.1756
15perc_10repeat	0.4	0.1686	0.7492	0.0034	0.0011	0.6266	0.5636	0.5934	0.667	0.0065	0.002	0.7489	0.0035	0.0011	0.7168	0.0089	0.0028	0.0	0.0	0.0	0.28	0.1757
30perc_2repeat	0.4	0.166	0.7503	0.0069	0.0022	0.6432	0.5451	0.5901	0.6691	0.0045	0.0014	0.7519	0.0077	0.0024	0.7246	0.0121	0.0038	0.0	0.0	0.0	0.1931	0.1734
15perc_5repeat	0.4	0.1681	0.749	0.0037	0.0012	0.6334	0.5505	0.589	0.6718	0.0067	0.0021	0.7495	0.0047	0.0015	0.7188	0.0069	0.0022	0.0	0.0	0.0	0.2008	0.1754
30perc_10repeat	0.4	0.1651	0.751	0.0038	0.0012	0.6542	0.5209	0.58	0.6705	0.0056	0.0018	0.7528	0.0039	0.0012	0.7245	0.0099	0.0031	0.0	0.0	0.0	0.2411	0.1723
5perc_5repeat	0.4	0.1684	0.7475	0.0054	0.0017	0.6357	0.5549	0.5925	0.6704	0.0055	0.0017	0.7478	0.008	0.0025	0.7213	0.0122	0.0038	0.0	0.0	0.0	0.2508	0.1765
5perc_10repeat	0.4	0.1684	0.7473	0.0054	0.0017	0.6376	0.5377	0.5834	0.6701	0.0027	0.0009	0.75	0.0058	0.0018	0.7198	0.0102	0.0032	0.0	0.0	0.0	0.1755	0.1756
5perc_2repeat	0.4	0.1693	0.747	0.004	0.0013	0.6307	0.555	0.5904	0.6709	0.004	0.0013	0.7478	0.0045	0.0014	0.7172	0.0103	0.0033	0.0	0.0	0.0	0.2628	0.177
60perc_5repeat	0.4	0.1672	0.7483	0.0051	0.0016	0.6407	0.5417	0.5871	0.6635	0.0116	0.0037	0.7508	0.0051	0.0016	0.7245	0.0077	0.0024	0.0	0.0	0.0	0.205	0.1732
70perc_2repeat	0.4	0.1671	0.7487	0.0038	0.0012	0.6404	0.5342	0.5825	0.6696	0.0057	0.0018	0.7503	0.0031	0.001	0.724	0.0085	0.0027	0.0	0.0	0.0	0.212	0.1739
70perc_10repeat	0.4	0.1674	0.7499	0.0051	0.0016	0.6442	0.539	0.5869	0.6673	0.0061	0.0019	0.7515	0.0066	0.0021	0.7234	0.0099	0.0031	0.0	0.0	0.0	0.2151	0.174
90perc_2repeat	0.4	0.167	0.7483	0.0036	0.0011	0.6428	0.5351	0.584	0.6684	0.0061	0.0019	0.7505	0.0046	0.0015	0.7189	0.0074	0.0023	0.0	0.0	0.0	0.2262	0.1739
90perc_10repeat	0.4	0.1681	0.7498	0.0054	0.0017	0.6342	0.5502	0.5893	0.6705	0.0084	0.0027	0.7503	0.0049	0.0015	0.7189	0.0073	0.0023	0.0	0.0	0.0	0.2024	0.175
90perc_5repeat	0.4	0.1674	0.7483	0.0061	0.0019	0.637	0.545	0.5874	0.6719	0.0037	0.0012	0.7492	0.0075	0.0024	0.7169	0.0081	0.0026	0.0	0.0	0.0	0.251	0.1759
60perc_10repeat	0.4	0.167	0.7505	0.0038	0.0012	0.6428	0.5413	0.5877	0.6719	0.0056	0.0018	0.7515	0.0034	0.0011	0.7214	0.0088	0.0028	0.0	0.0	0.0	0.1506	0.1741
70perc_5repeat	0.4	0.1685	0.7474	0.0055	0.0017	0.6334	0.5523	0.5901	0.6653	0.0075	0.0024	0.7496	0.0057	0.0018	0.7231	0.0084	0.0027	0.0	0.0	0.0	0.2569	0.1751
100perc_2repeat	0.4	0.1673	0.7487	0.0065	0.0021	0.6403	0.5392	0.5854	0.667	0.0077	0.0024	0.7507	0.0052	0.0016	0.7215	0.0112	0.0035	0.0	0.0	0.0	0.2558	0.1751
100perc_5repeat	0.4	0.1676	0.7468	0.0033	0.001	0.6328	0.5408	0.5832	0.6703	0.0053	0.0017	0.7489	0.0027	0.0009	0.7156	0.0066	0.0021	0.0	0.0	0.0	0.1882	0.1744
100perc_10repeat	0.4	0.1697	0.7445	0.0049	0.0016	0.6268	0.5519	0.587	0.6671	0.0078	0.0025	0.7454	0.0048	0.0015	0.7131	0.0108	0.0034	0.0	0.0	0.0	0.2026	0.1775
5perc_5repeat	0.5	0.1662	0.7505	0.0068	0.0021	0.6405	0.5321	0.5813	0.672	0.0086	0.0027	0.7512	0.0066	0.0021	0.7237	0.0045	0.0014	0.0	0.0	0.0	0.2517	0.1714
5perc_2repeat	0.5	0.1678	0.747	0.005	0.0016	0.6336	0.5348	0.58	0.6712	0.0102	0.0032	0.7478	0.0051	0.0016	0.7177	0.0064	0.002	0.0	0.0	0.0	0.1909	0.1725
15perc_5repeat	0.5	0.1661	0.7511	0.0045	0.0014	0.6456	0.5316	0.5831	0.6728	0.005	0.0016	0.7517	0.0049	0.0015	0.7259	0.0076	0.0024	0.0	0.0	0.0	0.2271	0.1713
5perc_10repeat	0.5	0.1672	0.7475	0.007	0.0022	0.6459	0.5198	0.576	0.6702	0.0066	0.0021	0.7484	0.0071	0.0022	0.7292	0.0109	0.0035	0.0	0.0	0.0	0.1655	0.1725
30perc_5repeat	0.5	0.1663	0.7495	0.0035	0.0011	0.6436	0.5219	0.5764	0.6735	0.0039	0.0012	0.7498	0.0037	0.0012	0.7254	0.007	0.0022	0.0	0.0	0.0	0.239	0.1711
30perc_2repeat	0.5	0.1674	0.7486	0.0062	0.0019	0.6419	0.5338	0.5829	0.6709	0.0058	0.0018	0.7492	0.006	0.0019	0.7263	0.0075	0.0024	0.0	0.0	0.0	0.2405	0.1722
15perc_10repeat	0.5	0.1669	0.7492	0.0042	0.0013	0.6445	0.5297	0.5815	0.6701	0.0049	0.0015	0.7497	0.0042	0.0013	0.7287	0.0064	0.002	0.0	0.0	0.0	0.1639	0.1726
15perc_2repeat	0.5	0.1673	0.7476	0.0051	0.0016	0.6349	0.5249	0.5747	0.6679	0.0119	0.0038	0.7485	0.0054	0.0017	0.7251	0.0064	0.002	0.0	0.0	0.0	0.2652	0.1716
40perc_2repeat	0.5	0.1667	0.7481	0.004	0.0013	0.6461	0.5204	0.5765	0.6709	0.0067	0.0021	0.7494	0.0033	0.001	0.7304	0.0086	0.0027	0.0	0.0	0.0	0.2174	0.1718
30perc_10repeat	0.5	0.1664	0.75	0.0043	0.0014	0.6386	0.5292	0.5788	0.6728	0.0077	0.0024	0.7504	0.0046	0.0015	0.7251	0.0104	0.0033	0.0	0.0	0.0	0.2389	0.1711
100perc_10repeat	0.7	0.1717	0.7416	0.0054	0.0017	0.6332	0.4898	0.5523	0.6744	0.011	0.0035	0.7428	0.0043	0.0014	0.7308	0.0059	0.0019	0.0	0.0	0.0	0.2512	0.1733
50perc_10repeat	0.7	0.1689	0.7475	0.0081	0.0026	0.6498	0.4917	0.5598	0.6736	0.0076	0.0024	0.7479	0.0082	0.0026	0.7331	0.0099	0.0031	0.0	0.0	0.0	0.2261	0.17
90perc_10repeat	0.7	0.1714	0.7419	0.007	0.0022	0.6375	0.4838	0.5501	0.6737	0.0067	0.0021	0.7428	0.0074	0.0023	0.7284	0.0088	0.0028	0.0	0.0	0.0	0.2134	0.1725
100perc_2repeat	0.7	0.1676	0.751	0.0081	0.0025	0.6525	0.4921	0.5611	0.6767	0.0094	0.003	0.7516	0.0075	0.0024	0.7366	0.0123	0.0039	0.0	0.0	0.0	0.2134	0.1686
60perc_2repeat	0.7	0.1709	0.7427	0.008	0.0025	0.6442	0.483	0.5521	0.6719	0.0087	0.0028	0.7431	0.0082	0.0026	0.7306	0.0078	0.0025	0.0	0.0	0.0	0.1664	0.1723
50perc_2repeat	0.7	0.172	0.7448	0.009	0.0028	0.6445	0.4946	0.5597	0.6723	0.0102	0.0032	0.7452	0.0091	0.0029	0.7307	0.0129	0.0041	0.0	0.0	0.0	0.2424	0.1733
70perc_10repeat	0.7	0.1684	0.7454	0.0081	0.0025	0.6547	0.4878	0.559	0.6692	0.0078	0.0025	0.7461	0.0079	0.0025	0.7401	0.0095	0.003	0.0	0.0	0.0	0.2687	0.1696
40perc_10repeat	0.7	0.1679	0.7483	0.0054	0.0017	0.6436	0.4938	0.5588	0.6771	0.0065	0.002	0.7496	0.0058	0.0018	0.7382	0.0086	0.0027	0.0	0.0	0.0	0.2392	0.169
90perc_2repeat	0.7	0.1687	0.7487	0.0079	0.0025	0.6473	0.4969	0.5622	0.6756	0.0075	0.0024	0.7485	0.0078	0.0025	0.7336	0.0093	0.003	0.0	0.0	0.0	0.1746	0.1706
40perc_5repeat	0.7	0.1689	0.7463	0.0071	0.0022	0.6518	0.4915	0.5604	0.6711	0.0083	0.0026	0.7474	0.0067	0.0021	0.7379	0.0093	0.003	0.0	0.0	0.0	0.2018	0.1702
40perc_2repeat	0.7	0.168	0.7487	0.0074	0.0024	0.6499	0.4817	0.5533	0.6768	0.0102	0.0032	0.7493	0.0071	0.0022	0.7333	0.0074	0.0023	0.0	0.0	0.0	0.1758	0.1693
100perc_5repeat	0.7	0.1691	0.7483	0.0055	0.0017	0.644	0.4975	0.5614	0.6763	0.0063	0.002	0.7485	0.0053	0.0017	0.7376	0.0097	0.0031	0.0	0.0	0.0	0.204	0.1701
90perc_5repeat	0.7	0.1691	0.7466	0.0089	0.0028	0.6428	0.4913	0.5569	0.6761	0.007	0.0022	0.746	0.0092	0.0029	0.7292	0.0074	0.0023	0.0	0.0	0.0	0.2154	0.1702
70perc_2repeat	0.7	0.1687	0.7479	0.0089	0.0028	0.6486	0.4857	0.5554	0.6758	0.0087	0.0027	0.7482	0.0084	0.0027	0.7344	0.011	0.0035	0.0	0.0	0.0	0.2385	0.1696
50perc_5repeat	0.7	0.1692	0.7468	0.0092	0.0029	0.6546	0.4863	0.558	0.6716	0.0102	0.0032	0.7471	0.0094	0.003	0.7358	0.0138	0.0044	0.0	0.0	0.0	0.2298	0.1702
70perc_5repeat	0.7	0.1711	0.7444	0.0066	0.0021	0.6451	0.4812	0.5512	0.674	0.0067	0.0021	0.7448	0.0069	0.0022	0.7319	0.0061	0.0019	0.0	0.0	0.0	0.2541	0.1723
60perc_5repeat	0.7	0.1678	0.751	0.0096	0.003	0.6658	0.4907	0.5649	0.6708	0.0052	0.0017	0.7523	0.0106	0.0034	0.7363	0.013	0.0041	0.0	0.0	0.0	0.1654	0.1689
