Label	trainingSize	Accuracy_Mean	Accuracy_SD	Accuracy_SE	Precision_Mean	Recall_Mean	F1	Accuracy_Median	PriorClass0_Mean	PriorClass0_SD	PriorClass0_SE	ProbabilityEstimate_0given0_Mean 	ProbabilityEstimate_0given0_SD 	ProbabilityEstimate_0given0_SE 	ProbabilityEstimate_1given1_Mean	ProbabilityEstimate_1given1_SD	ProbabilityEstimate_1given1_SE
5perc_5repeat	0.3	0.3775	0.0649	0.0046	0.0	0.0	0.0	0.3909	0.5262	0.0312	0.0022	0.6409	0.0037	0.0	0.5841	0.004	0.0
70perc_2repeat	0.3	0.3782	0.0603	0.0043	0.0	0.0	0.0	0.3874	0.5293	0.0314	0.0022	0.6425	0.0038	0.0	0.5861	0.0039	0.0
15perc_5repeat	0.3	0.3741	0.0631	0.0045	0.0	0.0	0.0	0.3785	0.5241	0.0314	0.0022	0.6394	0.0034	0.0	0.5897	0.0041	0.0
40perc_5repeat	0.3	0.3759	0.0631	0.0045	0.0	0.0	0.0	0.3913	0.5269	0.0313	0.0022	0.6465	0.0036	0.0	0.5917	0.0038	0.0
50perc_5repeat	0.3	0.3759	0.0639	0.0045	0.0	0.0	0.0	0.3886	0.5285	0.0332	0.0023	0.6444	0.0039	0.0	0.5873	0.0038	0.0
80perc_2repeat	0.3	0.3716	0.0691	0.0049	0.0	0.0	0.0	0.3871	0.5259	0.0325	0.0023	0.6369	0.0037	0.0	0.5821	0.0039	0.0
70perc_5repeat	0.3	0.3717	0.0634	0.0045	0.0	0.0	0.0	0.3792	0.5271	0.0315	0.0022	0.6411	0.0037	0.0	0.5847	0.0041	0.0
90perc_2repeat	0.3	0.3695	0.0638	0.0045	0.0	0.0	0.0	0.3843	0.5262	0.0298	0.0021	0.6362	0.0037	0.0	0.5809	0.0041	0.0
40perc_10repeat	0.3	0.3731	0.0678	0.0048	0.0	0.0	0.0	0.3934	0.5278	0.0317	0.0022	0.6379	0.0037	0.0	0.5796	0.0041	0.0
80perc_5repeat	0.3	0.3704	0.0656	0.0046	0.0	0.0	0.0	0.3863	0.5261	0.0304	0.0022	0.6454	0.0036	0.0	0.5825	0.0042	0.0
60perc_10repeat	0.3	0.3785	0.0646	0.0046	0.0	0.0	0.0	0.3921	0.5285	0.0322	0.0023	0.6415	0.0039	0.0	0.5761	0.004	0.0
5perc_2repeat	0.35	0.3593	0.067	0.0047	0.0	0.0	0.0	0.3701	0.5274	0.0276	0.002	0.6385	0.0031	0.0	0.583	0.0031	0.0
70perc_10repeat	0.3	0.3708	0.0589	0.0042	0.0	0.0	0.0	0.377	0.5249	0.0283	0.002	0.6462	0.0035	0.0	0.5856	0.0038	0.0
15perc_2repeat	0.35	0.3578	0.0665	0.0047	0.0	0.0	0.0	0.3704	0.5256	0.0265	0.0019	0.6395	0.0032	0.0	0.5821	0.0036	0.0
90perc_5repeat	0.3	0.371	0.0683	0.0048	0.0	0.0	0.0	0.3849	0.5234	0.0305	0.0022	0.6392	0.0038	0.0	0.592	0.0039	0.0
100perc_5repeat	0.3	0.3751	0.064	0.0045	0.0	0.0	0.0	0.3805	0.5289	0.0311	0.0022	0.6451	0.0033	0.0	0.5821	0.0041	0.0
100perc_2repeat	0.3	0.3717	0.0639	0.0045	0.0	0.0	0.0	0.38	0.5218	0.0292	0.0021	0.6337	0.0039	0.0	0.5877	0.0038	0.0
30perc_2repeat	0.35	0.3513	0.066	0.0047	0.0	0.0	0.0	0.359	0.5261	0.0273	0.0019	0.642	0.0032	0.0	0.5895	0.0033	0.0
5perc_5repeat	0.35	0.3509	0.0619	0.0044	0.0	0.0	0.0	0.3558	0.5255	0.0249	0.0018	0.6367	0.0031	0.0	0.5857	0.0032	0.0
80perc_10repeat	0.3	0.382	0.0628	0.0044	0.0	0.0	0.0	0.3934	0.5262	0.0336	0.0024	0.6402	0.0036	0.0	0.5892	0.0044	0.0
40perc_2repeat	0.35	0.3597	0.0651	0.0046	0.0	0.0	0.0	0.3697	0.5251	0.0291	0.0021	0.6429	0.0031	0.0	0.5891	0.0034	0.0
15perc_5repeat	0.35	0.3616	0.0666	0.0047	0.0	0.0	0.0	0.3747	0.529	0.029	0.002	0.6395	0.0033	0.0	0.5799	0.0032	0.0
50perc_2repeat	0.35	0.3658	0.0651	0.0046	0.0	0.0	0.0	0.3797	0.5266	0.027	0.0019	0.6424	0.0034	0.0	0.5868	0.0033	0.0
30perc_5repeat	0.35	0.3584	0.0681	0.0048	0.0	0.0	0.0	0.3699	0.5293	0.0269	0.0019	0.6428	0.003	0.0	0.5831	0.0035	0.0
40perc_5repeat	0.35	0.3615	0.0674	0.0048	0.0	0.0	0.0	0.3731	0.5226	0.0287	0.002	0.6355	0.0036	0.0	0.5821	0.0033	0.0
100perc_10repeat	0.3	0.3747	0.0632	0.0045	0.0	0.0	0.0	0.3844	0.5279	0.029	0.0021	0.6426	0.0034	0.0	0.5855	0.0038	0.0
60perc_2repeat	0.35	0.3551	0.0656	0.0046	0.0	0.0	0.0	0.368	0.5253	0.0272	0.0019	0.6427	0.0031	0.0	0.5928	0.0035	0.0
5perc_10repeat	0.35	0.3709	0.0661	0.0047	0.0	0.0	0.0	0.3866	0.5292	0.0282	0.002	0.6469	0.0034	0.0	0.582	0.0034	0.0
50perc_5repeat	0.35	0.3616	0.0668	0.0047	0.0	0.0	0.0	0.3728	0.5267	0.0295	0.0021	0.6451	0.0033	0.0	0.5903	0.0036	0.0
90perc_10repeat	0.3	0.3741	0.064	0.0045	0.0	0.0	0.0	0.383	0.5262	0.0297	0.0021	0.636	0.0041	0.0	0.5885	0.0043	0.0
15perc_10repeat	0.35	0.3544	0.066	0.0047	0.0	0.0	0.0	0.3648	0.5275	0.0252	0.0018	0.6436	0.0031	0.0	0.5861	0.0033	0.0
60perc_5repeat	0.35	0.3568	0.0661	0.0047	0.0	0.0	0.0	0.3663	0.5252	0.0271	0.0019	0.644	0.0031	0.0	0.592	0.0035	0.0
30perc_10repeat	0.35	0.3628	0.0648	0.0046	0.0	0.0	0.0	0.3759	0.5314	0.0253	0.0018	0.6501	0.0031	0.0	0.5812	0.0031	0.0
40perc_10repeat	0.35	0.3639	0.0646	0.0046	0.0	0.0	0.0	0.3765	0.5277	0.0273	0.0019	0.6465	0.0031	0.0	0.5896	0.0036	0.0
50perc_10repeat	0.35	0.3616	0.0691	0.0049	0.0	0.0	0.0	0.3743	0.5243	0.0287	0.002	0.6415	0.0034	0.0	0.591	0.0033	0.0
60perc_10repeat	0.35	0.363	0.0659	0.0047	0.0	0.0	0.0	0.3753	0.5306	0.0295	0.0021	0.6459	0.0032	0.0	0.5816	0.0034	0.0
30perc_2repeat	0.4	0.3482	0.068	0.0048	0.0	0.0	0.0	0.36	0.5267	0.0252	0.0018	0.6431	0.003	0.0	0.5834	0.0033	0.0
5perc_2repeat	0.4	0.3399	0.0643	0.0045	0.0	0.0	0.0	0.3438	0.5246	0.0235	0.0017	0.6415	0.0027	0.0	0.5896	0.0029	0.0
15perc_5repeat	0.4	0.3446	0.0673	0.0048	0.0	0.0	0.0	0.3545	0.5268	0.0246	0.0017	0.6406	0.0029	0.0	0.5889	0.0029	0.0
60perc_2repeat	0.4	0.343	0.0629	0.0045	0.0	0.0	0.0	0.3454	0.5259	0.0233	0.0016	0.6434	0.0027	0.0	0.5844	0.0031	0.0
70perc_2repeat	0.35	0.3598	0.0662	0.0047	0.0	0.0	0.0	0.3742	0.5277	0.0292	0.0021	0.6429	0.0032	0.0	0.586	0.0035	0.0
40perc_5repeat	0.4	0.3329	0.0682	0.0048	0.0	0.0	0.0	0.3337	0.5265	0.0245	0.0017	0.6419	0.0027	0.0	0.5876	0.0032	0.0
70perc_2repeat	0.4	0.3357	0.0679	0.0048	0.0	0.0	0.0	0.3353	0.525	0.0241	0.0017	0.6418	0.0027	0.0	0.5894	0.0028	0.0
50perc_5repeat	0.4	0.3328	0.0706	0.005	0.0	0.0	0.0	0.3358	0.5266	0.0242	0.0017	0.6377	0.0028	0.0	0.5876	0.0028	0.0
40perc_2repeat	0.4	0.3431	0.0651	0.0046	0.0	0.0	0.0	0.3466	0.528	0.0227	0.0016	0.6468	0.0026	0.0	0.5846	0.003	0.0
90perc_2repeat	0.4	0.3442	0.0693	0.0049	0.0	0.0	0.0	0.3582	0.5284	0.0247	0.0017	0.64	0.0029	0.0	0.5846	0.0028	0.0
40perc_10repeat	0.4	0.3447	0.0702	0.005	0.0	0.0	0.0	0.3508	0.5253	0.0277	0.002	0.6382	0.0032	0.0	0.585	0.0029	0.0
50perc_2repeat	0.4	0.348	0.0663	0.0047	0.0	0.0	0.0	0.354	0.5279	0.0248	0.0018	0.6432	0.0028	0.0	0.5846	0.0031	0.0
100perc_2repeat	0.35	0.3574	0.0655	0.0046	0.0	0.0	0.0	0.3734	0.5286	0.0275	0.0019	0.6399	0.0032	0.0	0.5788	0.0031	0.0
50perc_10repeat	0.4	0.3478	0.0686	0.0049	0.0	0.0	0.0	0.3605	0.5297	0.0231	0.0016	0.6501	0.0028	0.0	0.5846	0.0028	0.0
80perc_5repeat	0.35	0.3632	0.0639	0.0045	0.0	0.0	0.0	0.3754	0.5289	0.0273	0.0019	0.6469	0.0032	0.0	0.5849	0.0035	0.0
90perc_5repeat	0.35	0.3637	0.0708	0.005	0.0	0.0	0.0	0.3766	0.5258	0.0286	0.002	0.6434	0.0034	0.0	0.5845	0.0034	0.0
100perc_2repeat	0.4	0.3431	0.0638	0.0045	0.0	0.0	0.0	0.3537	0.5271	0.0231	0.0016	0.6442	0.0026	0.0	0.5846	0.0027	0.0
90perc_5repeat	0.4	0.346	0.0666	0.0047	0.0	0.0	0.0	0.352	0.5284	0.0248	0.0018	0.6433	0.0028	0.0	0.5851	0.003	0.0
15perc_2repeat	0.4	0.3467	0.0653	0.0046	0.0	0.0	0.0	0.3525	0.5265	0.0247	0.0017	0.6441	0.0028	0.0	0.591	0.0029	0.0
60perc_10repeat	0.4	0.3507	0.0666	0.0047	0.0	0.0	0.0	0.3648	0.5277	0.0245	0.0017	0.6459	0.0027	0.0	0.5782	0.003	0.0
70perc_10repeat	0.4	0.3346	0.0704	0.005	0.0	0.0	0.0	0.3446	0.5261	0.0246	0.0017	0.6423	0.0029	0.0	0.5864	0.003	0.0
100perc_5repeat	0.35	0.3616	0.0696	0.0049	0.0	0.0	0.0	0.3747	0.527	0.03	0.0021	0.6404	0.0033	0.0	0.5823	0.0034	0.0
70perc_10repeat	0.35	0.3541	0.068	0.0048	0.0	0.0	0.0	0.3675	0.5259	0.0282	0.002	0.6409	0.0033	0.0	0.5833	0.0033	0.0
80perc_10repeat	0.4	0.3487	0.0634	0.0045	0.0	0.0	0.0	0.3564	0.5279	0.0246	0.0017	0.6443	0.0027	0.0	0.5828	0.0033	0.0
80perc_5repeat	0.4	0.3542	0.0637	0.0045	0.0	0.0	0.0	0.3627	0.5277	0.0254	0.0018	0.6474	0.003	0.0	0.5885	0.0032	0.0
5perc_5repeat	0.4	0.3475	0.0707	0.005	0.0	0.0	0.0	0.3578	0.5299	0.0251	0.0018	0.6469	0.0027	0.0	0.5861	0.003	0.0
100perc_5repeat	0.4	0.3438	0.0656	0.0046	0.0	0.0	0.0	0.3501	0.5249	0.0249	0.0018	0.6449	0.003	0.0	0.5894	0.0028	0.0
80perc_10repeat	0.35	0.3622	0.0588	0.0042	0.0	0.0	0.0	0.373	0.5289	0.0244	0.0017	0.6468	0.0028	0.0	0.5861	0.0034	0.0
90perc_10repeat	0.4	0.3421	0.0653	0.0046	0.0	0.0	0.0	0.3499	0.5266	0.0233	0.0016	0.6438	0.0028	0.0	0.5892	0.003	0.0
90perc_10repeat	0.35	0.3553	0.0679	0.0048	0.0	0.0	0.0	0.3679	0.5254	0.0269	0.0019	0.6387	0.0032	0.0	0.5828	0.0036	0.0
100perc_10repeat	0.35	0.3481	0.0676	0.0048	0.0	0.0	0.0	0.3517	0.5265	0.0263	0.0019	0.6386	0.003	0.0	0.5854	0.0032	0.0
5perc_10repeat	0.4	0.3492	0.0652	0.0046	0.0	0.0	0.0	0.3658	0.5304	0.0229	0.0016	0.6462	0.0027	0.0	0.5809	0.0031	0.0
15perc_10repeat	0.4	0.3483	0.0649	0.0046	0.0	0.0	0.0	0.356	0.5266	0.0257	0.0018	0.6418	0.0028	0.0	0.5841	0.003	0.0
5perc_2repeat	0.45	0.3322	0.0648	0.0046	0.0	0.0	0.0	0.3383	0.5285	0.021	0.0015	0.6458	0.0024	0.0	0.5842	0.0024	0.0
5perc_5repeat	0.45	0.3377	0.065	0.0046	0.0	0.0	0.0	0.3428	0.5298	0.0221	0.0016	0.6476	0.0022	0.0	0.581	0.0026	0.0
30perc_2repeat	0.45	0.3296	0.0676	0.0048	0.0	0.0	0.0	0.3359	0.5259	0.024	0.0017	0.6433	0.0024	0.0	0.5871	0.0027	0.0
15perc_5repeat	0.45	0.3263	0.0649	0.0046	0.0	0.0	0.0	0.3314	0.5253	0.0208	0.0015	0.6397	0.0026	0.0	0.5878	0.0026	0.0
100perc_10repeat	0.4	0.338	0.068	0.0048	0.0	0.0	0.0	0.3488	0.5267	0.0251	0.0018	0.639	0.0024	0.0	0.5847	0.003	0.0
60perc_2repeat	0.45	0.3188	0.0688	0.0049	0.0	0.0	0.0	0.3069	0.5249	0.022	0.0016	0.6389	0.0027	0.0	0.5897	0.0027	0.0
40perc_5repeat	0.45	0.3335	0.0655	0.0046	0.0	0.0	0.0	0.3432	0.5286	0.0203	0.0014	0.6468	0.0025	0.0	0.5859	0.0027	0.0
90perc_2repeat	0.45	0.3283	0.0651	0.0046	0.0	0.0	0.0	0.3304	0.5262	0.0213	0.0015	0.6462	0.0024	0.0	0.5873	0.0025	0.0
60perc_5repeat	0.45	0.3316	0.0651	0.0046	0.0	0.0	0.0	0.3327	0.5281	0.0219	0.0015	0.6456	0.0024	0.0	0.5861	0.0026	0.0
5perc_10repeat	0.45	0.3377	0.0676	0.0048	0.0	0.0	0.0	0.345	0.5311	0.0214	0.0015	0.6489	0.0025	0.0	0.5831	0.0028	0.0
5perc_2repeat	0.5	0.3153	0.0673	0.0048	0.0	0.0	0.0	0.3217	0.5276	0.0194	0.0014	0.6415	0.0023	0.0	0.5832	0.0023	0.0
80perc_2repeat	0.4	0.3391	0.0684	0.0048	0.0	0.0	0.0	0.345	0.5265	0.025	0.0018	0.6405	0.0029	0.0	0.589	0.0029	0.0
100perc_2repeat	0.45	0.3353	0.0681	0.0048	0.0	0.0	0.0	0.3391	0.5303	0.0225	0.0016	0.6454	0.0025	0.0	0.5815	0.0026	0.0
15perc_10repeat	0.45	0.3336	0.0663	0.0047	0.0	0.0	0.0	0.337	0.5291	0.0223	0.0016	0.6443	0.0026	0.0	0.5827	0.0026	0.0
15perc_2repeat	0.5	0.3161	0.0679	0.0048	0.0	0.0	0.0	0.313	0.5288	0.0204	0.0014	0.6463	0.0021	0.0	0.5865	0.0023	0.0
30perc_5repeat	0.45	0.3262	0.0675	0.0048	0.0	0.0	0.0	0.33	0.5273	0.0212	0.0015	0.6432	0.0024	0.0	0.5869	0.0026	0.0
30perc_10repeat	0.45	0.3283	0.0675	0.0048	0.0	0.0	0.0	0.3399	0.525	0.0238	0.0017	0.6404	0.0024	0.0	0.588	0.0027	0.0
70perc_2repeat	0.45	0.3318	0.068	0.0048	0.0	0.0	0.0	0.3366	0.5277	0.0232	0.0016	0.6443	0.0027	0.0	0.5857	0.0028	0.0
40perc_10repeat	0.45	0.3334	0.0685	0.0048	0.0	0.0	0.0	0.3383	0.5296	0.0213	0.0015	0.6472	0.0024	0.0	0.5847	0.0028	0.0
60perc_10repeat	0.45	0.332	0.0658	0.0047	0.0	0.0	0.0	0.3369	0.5261	0.0235	0.0017	0.6408	0.0026	0.0	0.5856	0.0028	0.0
50perc_5repeat	0.45	0.3236	0.0672	0.0047	0.0	0.0	0.0	0.3292	0.5281	0.022	0.0016	0.6428	0.0023	0.0	0.5864	0.0027	0.0
15perc_2repeat	0.45	0.3284	0.0682	0.0048	0.0	0.0	0.0	0.341	0.5247	0.0215	0.0015	0.645	0.0025	0.0	0.5871	0.0024	0.0
70perc_10repeat	0.45	0.3287	0.0626	0.0044	0.0	0.0	0.0	0.3297	0.5244	0.0219	0.0015	0.6426	0.0027	0.0	0.587	0.0026	0.0
80perc_10repeat	0.45	0.3333	0.0651	0.0046	0.0	0.0	0.0	0.3393	0.5285	0.021	0.0015	0.6445	0.0026	0.0	0.5876	0.0027	0.0
90perc_10repeat	0.45	0.3382	0.0667	0.0047	0.0	0.0	0.0	0.3437	0.5294	0.0238	0.0017	0.6477	0.0025	0.0	0.5843	0.0029	0.0
40perc_2repeat	0.45	0.3265	0.0687	0.0049	0.0	0.0	0.0	0.3326	0.5264	0.0214	0.0015	0.6437	0.0026	0.0	0.5855	0.0026	0.0
5perc_5repeat	0.5	0.3171	0.0612	0.0043	0.0	0.0	0.0	0.3139	0.527	0.0197	0.0014	0.645	0.0021	0.0	0.5882	0.0023	0.0
50perc_2repeat	0.45	0.3318	0.0696	0.0049	0.0	0.0	0.0	0.3397	0.5281	0.0238	0.0017	0.6456	0.0024	0.0	0.5857	0.0026	0.0
15perc_10repeat	0.5	0.3175	0.0689	0.0049	0.0	0.0	0.0	0.316	0.527	0.0201	0.0014	0.6441	0.0021	0.0	0.5845	0.0025	0.0
80perc_2repeat	0.45	0.3254	0.0672	0.0048	0.0	0.0	0.0	0.3296	0.5263	0.0216	0.0015	0.6413	0.0024	0.0	0.5876	0.0028	0.0
70perc_5repeat	0.45	0.332	0.0606	0.0043	0.0	0.0	0.0	0.3332	0.5267	0.0206	0.0015	0.6435	0.0025	0.0	0.5878	0.0026	0.0
30perc_2repeat	0.5	0.316	0.0612	0.0043	0.0	0.0	0.0	0.3209	0.527	0.0185	0.0013	0.6463	0.0021	0.0	0.5858	0.0023	0.0
80perc_5repeat	0.45	0.3374	0.065	0.0046	0.0	0.0	0.0	0.3441	0.5304	0.0219	0.0015	0.6454	0.0027	0.0	0.5807	0.0025	0.0
90perc_5repeat	0.45	0.3338	0.0657	0.0046	0.0	0.0	0.0	0.3445	0.5262	0.0219	0.0015	0.6379	0.0028	0.0	0.5837	0.0026	0.0
50perc_2repeat	0.5	0.3142	0.0654	0.0046	0.0	0.0	0.0	0.3142	0.5262	0.0215	0.0015	0.6426	0.0023	0.0	0.591	0.0024	0.0
100perc_5repeat	0.45	0.331	0.0664	0.0047	0.0	0.0	0.0	0.3411	0.5253	0.0233	0.0017	0.6401	0.0026	0.0	0.5893	0.0028	0.0
50perc_10repeat	0.45	0.3389	0.0697	0.0049	0.0	0.0	0.0	0.3392	0.5303	0.0218	0.0015	0.6512	0.0024	0.0	0.5876	0.0029	0.0
60perc_2repeat	0.5	0.3242	0.0654	0.0046	0.0	0.0	0.0	0.3311	0.5283	0.0214	0.0015	0.65	0.0022	0.0	0.5898	0.0024	0.0
15perc_5repeat	0.5	0.3229	0.0644	0.0046	0.0	0.0	0.0	0.3197	0.5275	0.0225	0.0016	0.6484	0.0023	0.0	0.5909	0.0023	0.0
30perc_5repeat	0.5	0.3121	0.0659	0.0047	0.0	0.0	0.0	0.3024	0.5257	0.0213	0.0015	0.6382	0.0021	0.0	0.5878	0.0025	0.0
40perc_2repeat	0.5	0.3119	0.0659	0.0047	0.0	0.0	0.0	0.319	0.5252	0.0193	0.0014	0.6442	0.0022	0.0	0.5892	0.0024	0.0
50perc_5repeat	0.5	0.3231	0.0646	0.0046	0.0	0.0	0.0	0.3225	0.5292	0.0199	0.0014	0.6472	0.0022	0.0	0.5851	0.0023	0.0
70perc_2repeat	0.5	0.3123	0.0604	0.0043	0.0	0.0	0.0	0.3184	0.5251	0.0197	0.0014	0.6415	0.002	0.0	0.5879	0.0024	0.0
80perc_2repeat	0.5	0.3126	0.0657	0.0046	0.0	0.0	0.0	0.3148	0.527	0.0199	0.0014	0.6413	0.0022	0.0	0.5854	0.0024	0.0
40perc_5repeat	0.5	0.3271	0.0676	0.0048	0.0	0.0	0.0	0.3301	0.5303	0.0199	0.0014	0.6473	0.0023	0.0	0.5791	0.0026	0.0
60perc_5repeat	0.5	0.3188	0.0637	0.0045	0.0	0.0	0.0	0.3238	0.5287	0.0198	0.0014	0.6437	0.0021	0.0	0.584	0.0024	0.0
5perc_10repeat	0.5	0.3157	0.0627	0.0044	0.0	0.0	0.0	0.3133	0.5269	0.0196	0.0014	0.6451	0.0022	0.0	0.5873	0.0022	0.0
40perc_10repeat	0.5	0.3179	0.0663	0.0047	0.0	0.0	0.0	0.3208	0.5276	0.0205	0.0014	0.6447	0.0021	0.0	0.584	0.0022	0.0
100perc_10repeat	0.45	0.3303	0.0676	0.0048	0.0	0.0	0.0	0.3406	0.5292	0.021	0.0015	0.6459	0.0026	0.0	0.5852	0.0023	0.0
70perc_5repeat	0.5	0.3181	0.0655	0.0046	0.0	0.0	0.0	0.3235	0.5265	0.0204	0.0014	0.6418	0.0023	0.0	0.5857	0.0025	0.0
100perc_2repeat	0.5	0.3208	0.0607	0.0043	0.0	0.0	0.0	0.3249	0.5259	0.0203	0.0014	0.6435	0.0021	0.0	0.5909	0.0025	0.0
80perc_5repeat	0.5	0.3219	0.0653	0.0046	0.0	0.0	0.0	0.3225	0.5285	0.0207	0.0015	0.6454	0.0023	0.0	0.5848	0.0025	0.0
15perc_2repeat	0.6	0.2975	0.0625	0.0044	0.0	0.0	0.0	0.2935	0.5281	0.0162	0.0011	0.6446	0.0019	0.0	0.5843	0.0019	0.0
50perc_10repeat	0.5	0.3173	0.0605	0.0043	0.0	0.0	0.0	0.318	0.5266	0.0194	0.0014	0.6424	0.0022	0.0	0.5823	0.0023	0.0
90perc_5repeat	0.5	0.3136	0.0637	0.0045	0.0	0.0	0.0	0.3115	0.5265	0.0194	0.0014	0.646	0.0023	0.0	0.5886	0.0024	0.0
90perc_2repeat	0.5	0.3173	0.0618	0.0044	0.0	0.0	0.0	0.3224	0.5272	0.0191	0.0014	0.6435	0.0023	0.0	0.587	0.0023	0.0
5perc_5repeat	0.6	0.2974	0.0628	0.0044	0.0	0.0	0.0	0.295	0.5277	0.0168	0.0012	0.6439	0.0019	0.0	0.5854	0.0017	0.0
100perc_5repeat	0.5	0.3148	0.065	0.0046	0.0	0.0	0.0	0.3198	0.528	0.0195	0.0014	0.6446	0.0021	0.0	0.5877	0.0021	0.0
60perc_10repeat	0.5	0.33	0.0633	0.0045	0.0	0.0	0.0	0.3363	0.5302	0.0207	0.0015	0.6483	0.0024	0.0	0.5843	0.0023	0.0
30perc_10repeat	0.5	0.3165	0.067	0.0047	0.0	0.0	0.0	0.3126	0.5272	0.0216	0.0015	0.6425	0.0023	0.0	0.5858	0.0024	0.0
70perc_10repeat	0.5	0.3167	0.0657	0.0046	0.0	0.0	0.0	0.3206	0.5273	0.0208	0.0015	0.6434	0.0022	0.0	0.5864	0.0025	0.0
80perc_10repeat	0.5	0.3181	0.0679	0.0048	0.0	0.0	0.0	0.3107	0.5286	0.0191	0.0014	0.6445	0.0024	0.0	0.5824	0.0023	0.0
30perc_5repeat	0.6	0.2943	0.056	0.004	0.0	0.0	0.0	0.2902	0.5279	0.0145	0.001	0.6425	0.0016	0.0	0.5823	0.0018	0.0
5perc_2repeat	0.6	0.2909	0.0614	0.0043	0.0	0.0	0.0	0.2853	0.5258	0.0169	0.0012	0.6435	0.0018	0.0	0.5876	0.0019	0.0
5perc_10repeat	0.6	0.2863	0.058	0.0041	0.0	0.0	0.0	0.2829	0.5256	0.0156	0.0011	0.6416	0.0018	0.0	0.5883	0.0018	0.0
100perc_10repeat	0.5	0.3236	0.0664	0.0047	0.0	0.0	0.0	0.3246	0.5286	0.0203	0.0014	0.648	0.002	0.0	0.5866	0.0021	0.0
30perc_2repeat	0.6	0.2933	0.0605	0.0043	0.0	0.0	0.0	0.2919	0.527	0.0159	0.0011	0.6444	0.0018	0.0	0.5861	0.0018	0.0
50perc_5repeat	0.6	0.2988	0.0604	0.0043	0.0	0.0	0.0	0.2975	0.5289	0.0159	0.0011	0.646	0.0017	0.0	0.5861	0.002	0.0
90perc_10repeat	0.5	0.3116	0.0652	0.0046	0.0	0.0	0.0	0.3126	0.5264	0.02	0.0014	0.6411	0.0022	0.0	0.5872	0.0024	0.0
80perc_2repeat	0.6	0.3006	0.0587	0.0042	0.0	0.0	0.0	0.302	0.5288	0.0152	0.0011	0.6499	0.0017	0.0	0.585	0.0018	0.0
60perc_5repeat	0.6	0.2974	0.0639	0.0045	0.0	0.0	0.0	0.2927	0.5277	0.0171	0.0012	0.6443	0.0018	0.0	0.5838	0.0019	0.0
15perc_5repeat	0.6	0.2964	0.0608	0.0043	0.0	0.0	0.0	0.2941	0.5279	0.0159	0.0011	0.6451	0.0017	0.0	0.5866	0.0018	0.0
5perc_2repeat	0.7	0.2755	0.0562	0.004	0.0	0.0	0.0	0.2718	0.5266	0.0143	0.001	0.6442	0.0014	0.0	0.5867	0.0016	0.0
15perc_10repeat	0.6	0.298	0.058	0.0041	0.0	0.0	0.0	0.2977	0.528	0.015	0.0011	0.6474	0.0017	0.0	0.5867	0.0016	0.0
90perc_2repeat	0.6	0.2991	0.0627	0.0044	0.0	0.0	0.0	0.2933	0.5279	0.017	0.0012	0.6469	0.0018	0.0	0.5862	0.0019	0.0
40perc_2repeat	0.6	0.2929	0.0567	0.004	0.0	0.0	0.0	0.2923	0.5267	0.0153	0.0011	0.6432	0.0018	0.0	0.5869	0.0018	0.0
15perc_2repeat	0.7	0.273	0.0507	0.0036	0.0	0.0	0.0	0.2647	0.5277	0.0122	0.0009	0.6447	0.0013	0.0	0.5858	0.0014	0.0
50perc_2repeat	0.6	0.3013	0.0624	0.0044	0.0	0.0	0.0	0.2951	0.5278	0.0179	0.0013	0.6479	0.0017	0.0	0.5889	0.0021	0.0
30perc_2repeat	0.7	0.2751	0.0516	0.0036	0.0	0.0	0.0	0.2684	0.5263	0.0134	0.0009	0.6457	0.0015	0.0	0.5882	0.0014	0.0
80perc_5repeat	0.6	0.2977	0.0624	0.0044	0.0	0.0	0.0	0.2917	0.5274	0.0158	0.0011	0.6468	0.0019	0.0	0.5869	0.002	0.0
40perc_2repeat	0.7	0.2821	0.0538	0.0038	0.0	0.0	0.0	0.2679	0.5289	0.0139	0.001	0.6467	0.0015	0.0	0.5871	0.0015	0.0
5perc_5repeat	0.7	0.2799	0.0562	0.004	0.0	0.0	0.0	0.2756	0.5284	0.0141	0.001	0.6476	0.0014	0.0	0.589	0.0014	0.0
100perc_5repeat	0.6	0.2979	0.0624	0.0044	0.0	0.0	0.0	0.2962	0.5273	0.017	0.0012	0.6444	0.0017	0.0	0.5855	0.0019	0.0
60perc_2repeat	0.6	0.2984	0.0627	0.0044	0.0	0.0	0.0	0.2972	0.5285	0.0159	0.0011	0.6445	0.0019	0.0	0.5837	0.002	0.0
70perc_10repeat	0.6	0.2942	0.0638	0.0045	0.0	0.0	0.0	0.2956	0.5269	0.0168	0.0012	0.6463	0.0017	0.0	0.5886	0.0019	0.0
30perc_5repeat	0.7	0.2761	0.0539	0.0038	0.0	0.0	0.0	0.2681	0.5277	0.0124	0.0009	0.6453	0.0013	0.0	0.5859	0.0015	0.0
70perc_2repeat	0.6	0.2986	0.0641	0.0045	0.0	0.0	0.0	0.2886	0.5285	0.0164	0.0012	0.6453	0.0018	0.0	0.5847	0.0018	0.0
40perc_5repeat	0.7	0.2754	0.0518	0.0037	0.0	0.0	0.0	0.2726	0.5274	0.0119	0.0008	0.646	0.0013	0.0	0.5867	0.0014	0.0
15perc_5repeat	0.7	0.2718	0.0516	0.0036	0.0	0.0	0.0	0.2658	0.5269	0.0135	0.001	0.646	0.0014	0.0	0.5897	0.0014	0.0
