down0.25_original	0.4	0.5313	0.0208	0.0015	0.5704	0.2641	0.361	0.5333	0.5258	0.0243	0.0017	0.6431	0.0028	0.0064	0.4103	0.003	0.0082
down0.25_original	0.4	0.5318	0.0185	0.0013	0.5487	0.237	0.331	0.534	0.5273	0.0255	0.0018	0.6396	0.0026	0.0076	0.4207	0.003	0.0068
down0.25_original	0.4	0.531	0.0187	0.0013	0.5581	0.2127	0.308	0.5318	0.5299	0.0258	0.0018	0.6443	0.0026	0.0071	0.4195	0.0032	0.008
down0.25_original	0.4	0.5317	0.02	0.0014	0.565	0.2365	0.3334	0.5335	0.5275	0.0251	0.0018	0.6423	0.0029	0.0053	0.4155	0.0031	0.0072
down0.25_original	0.4	0.5327	0.0203	0.0014	0.5761	0.252	0.3506	0.5334	0.5278	0.025	0.0018	0.6404	0.0028	0.0065	0.4131	0.0029	0.0077
down0.25_original	0.4	0.5338	0.0185	0.0013	0.5674	0.2105	0.3071	0.535	0.5295	0.0238	0.0017	0.6454	0.0026	0.0074	0.4189	0.003	0.0062
down0.25_original	0.4	0.5306	0.0184	0.0013	0.5443	0.2099	0.303	0.5313	0.5314	0.0244	0.0017	0.6405	0.003	0.0064	0.4231	0.0031	0.0072
down0.25_original	0.4	0.5335	0.0171	0.0012	0.5706	0.2128	0.31	0.5329	0.5291	0.0232	0.0016	0.644	0.0023	0.0079	0.4174	0.0029	0.0072
down0.25_original	0.4	0.5345	0.02	0.0014	0.5876	0.2336	0.3342	0.5359	0.5275	0.0253	0.0018	0.6417	0.0026	0.0066	0.4148	0.0029	0.0073
down0.25_original	0.4	0.5335	0.0168	0.0012	0.5712	0.2205	0.3182	0.5341	0.5279	0.0238	0.0017	0.6382	0.0027	0.0068	0.4235	0.003	0.0066
down0.25_original	0.4	0.5332	0.0177	0.0013	0.5748	0.21	0.3076	0.5359	0.5297	0.0231	0.0016	0.6455	0.0026	0.0059	0.4186	0.0028	0.0066
down0.25_original	0.4	0.5321	0.0205	0.0015	0.5798	0.2475	0.3469	0.5348	0.5265	0.0244	0.0017	0.6407	0.0028	0.0071	0.4141	0.0029	0.0079
down0.25_original	0.4	0.53	0.0189	0.0013	0.5579	0.2614	0.356	0.5329	0.5258	0.0266	0.0019	0.6387	0.0028	0.0069	0.4159	0.0031	0.0072
down0.25_original	0.4	0.531	0.0218	0.0015	0.5612	0.2344	0.3307	0.5343	0.5281	0.0266	0.0019	0.6413	0.0029	0.0047	0.4197	0.003	0.0063
down0.25_original	0.4	0.5315	0.0183	0.0013	0.5671	0.2233	0.3204	0.5328	0.5291	0.025	0.0018	0.6456	0.0027	0.007	0.4156	0.0029	0.0072
down0.25_original	0.4	0.5317	0.0192	0.0014	0.5542	0.2282	0.3233	0.5334	0.5282	0.025	0.0018	0.6422	0.0027	0.0059	0.4182	0.0031	0.0064
down0.25_original	0.4	0.5346	0.016	0.0011	0.5722	0.2227	0.3206	0.534	0.5271	0.0221	0.0016	0.6405	0.0024	0.0073	0.418	0.0027	0.0061
down0.25_original	0.4	0.5297	0.0215	0.0015	0.5541	0.2644	0.358	0.5312	0.526	0.0275	0.0019	0.6354	0.0028	0.0062	0.418	0.0031	0.0072
down0.25_original	0.4	0.533	0.0173	0.0012	0.5833	0.2202	0.3197	0.5346	0.5299	0.0223	0.0016	0.6438	0.0026	0.006	0.4144	0.0027	0.0062
down0.25_original	0.4	0.5296	0.0223	0.0016	0.5574	0.2566	0.3515	0.5312	0.526	0.026	0.0018	0.6419	0.0027	0.006	0.4149	0.0031	0.0092
down0.25_original	0.4	0.5312	0.0182	0.0013	0.5634	0.2316	0.3282	0.531	0.5281	0.025	0.0018	0.6447	0.0027	0.0054	0.4156	0.003	0.0074
down0.25_original	0.4	0.5324	0.0181	0.0013	0.5677	0.2278	0.3251	0.5331	0.5275	0.0233	0.0016	0.6421	0.0027	0.007	0.419	0.0028	0.007
down0.25_original	0.4	0.5312	0.0208	0.0015	0.546	0.2518	0.3446	0.5328	0.5261	0.0258	0.0018	0.6416	0.0031	0.0081	0.416	0.0033	0.008
down0.25_original	0.4	0.5308	0.0186	0.0013	0.5644	0.2409	0.3377	0.5335	0.528	0.024	0.0017	0.6434	0.0027	0.0078	0.4154	0.0031	0.0069
down0.25_original	0.4	0.5327	0.0205	0.0014	0.5859	0.2537	0.3541	0.5329	0.5256	0.0248	0.0018	0.6417	0.003	0.0075	0.4116	0.003	0.005
down0.25_original	0.4	0.5337	0.018	0.0013	0.565	0.2198	0.3164	0.5352	0.528	0.0235	0.0017	0.6403	0.0028	0.008	0.4198	0.0029	0.0055
down0.25_original	0.4	0.5348	0.0161	0.0011	0.5767	0.2264	0.3252	0.5355	0.5277	0.0233	0.0016	0.6415	0.0027	0.0057	0.4173	0.0028	0.0079
down0.25_original	0.4	0.5334	0.0198	0.0014	0.5649	0.23	0.3269	0.5352	0.5289	0.0243	0.0017	0.641	0.0027	0.0078	0.4194	0.0031	0.0059
down0.25_original	0.4	0.5328	0.0193	0.0014	0.5665	0.2412	0.3383	0.5356	0.5275	0.0257	0.0018	0.6409	0.0027	0.0083	0.4174	0.0031	0.0067
down0.25_original	0.4	0.5302	0.0215	0.0015	0.5546	0.2592	0.3533	0.5312	0.5269	0.0273	0.0019	0.64	0.0029	0.0076	0.4175	0.0034	0.009
down0.25_original	0.4	0.5313	0.0197	0.0014	0.5788	0.2487	0.3479	0.5339	0.5284	0.0255	0.0018	0.6438	0.0029	0.0083	0.4143	0.0028	0.0082
down0.25_original	0.4	0.5331	0.0196	0.0014	0.5739	0.2361	0.3346	0.5342	0.528	0.0226	0.0016	0.6386	0.0025	0.0082	0.4185	0.0029	0.0073
down0.25_original	0.4	0.5299	0.0224	0.0016	0.5546	0.2593	0.3533	0.5337	0.5262	0.0262	0.0019	0.6369	0.0029	0.0067	0.4172	0.0032	0.0057
down0.25_original	0.4	0.5318	0.0181	0.0013	0.5653	0.2309	0.3279	0.5342	0.5277	0.0256	0.0018	0.6425	0.0028	0.0082	0.4184	0.0028	0.0075
down0.25_original	0.4	0.5331	0.0196	0.0014	0.5751	0.2603	0.3584	0.5357	0.5253	0.0255	0.0018	0.6417	0.0026	0.0046	0.4119	0.0029	0.0066
down0.25_original	0.4	0.5338	0.0207	0.0015	0.5793	0.2423	0.3416	0.5359	0.5267	0.0235	0.0017	0.6402	0.0028	0.0071	0.4141	0.0031	0.0049
down0.25_original	0.4	0.5333	0.0169	0.0012	0.5632	0.1932	0.2877	0.5348	0.5292	0.0229	0.0016	0.6463	0.0025	0.0061	0.4212	0.003	0.0064
down0.25_original	0.4	0.5301	0.0235	0.0017	0.5696	0.241	0.3387	0.5318	0.5254	0.027	0.0019	0.6423	0.0028	0.0072	0.4153	0.003	0.0083
down0.25_original	0.4	0.5334	0.0204	0.0014	0.5659	0.2464	0.3433	0.5343	0.525	0.0229	0.0016	0.6387	0.0025	0.0079	0.4169	0.0029	0.0072
down0.25_original	0.4	0.532	0.018	0.0013	0.561	0.2277	0.3239	0.5315	0.5278	0.0247	0.0018	0.6468	0.0024	0.0067	0.4172	0.0031	0.0066
down0.25_original	0.4	0.5324	0.0197	0.0014	0.5573	0.234	0.3296	0.5352	0.5264	0.0245	0.0017	0.6423	0.0028	0.0062	0.4193	0.003	0.0116
down0.25_original	0.4	0.5326	0.0194	0.0014	0.5742	0.2217	0.3199	0.534	0.528	0.0254	0.0018	0.6443	0.0028	0.004	0.4166	0.0028	0.007
down0.25_original	0.4	0.5307	0.0187	0.0013	0.566	0.2333	0.3305	0.5317	0.5278	0.025	0.0018	0.6466	0.0026	0.0056	0.4144	0.003	0.0092
down0.25_original	0.4	0.5297	0.0207	0.0015	0.5575	0.2618	0.3563	0.5323	0.5258	0.0261	0.0018	0.6384	0.0028	0.0059	0.4157	0.003	0.0057
down0.25_original	0.4	0.5313	0.0196	0.0014	0.556	0.2545	0.3492	0.5336	0.5273	0.0237	0.0017	0.6394	0.003	0.0071	0.4151	0.0031	0.0082
down0.25_original	0.4	0.5314	0.0196	0.0014	0.5769	0.2441	0.343	0.5332	0.5266	0.0237	0.0017	0.641	0.0029	0.0069	0.414	0.0029	0.0053
down0.25_original	0.4	0.533	0.0163	0.0012	0.5717	0.2303	0.3283	0.5342	0.5286	0.0238	0.0017	0.642	0.0027	0.0059	0.4175	0.0029	0.0069
down0.25_original	0.4	0.5322	0.0191	0.0013	0.5799	0.2487	0.3481	0.5345	0.5271	0.0247	0.0017	0.6412	0.003	0.0057	0.414	0.0027	0.0064
