Label	trainingSize	meanSquaredLoss	meanAccuracy	sd	se	meanPrecision	meanRecall	f1	mle_meanAccuracy	mle_sd	mle_se	mple_meanAccuracy	mple_sd	mple_se	i2_initialEstimate_meanAccuracy	i2_initialEstimate_sd	i2_initialEstimate_se	initialEstimate_meanAccuracy	initialEstimate_sd	i2_initialEstimate_se	i1_meanSquaredLoss	i2_meanSquaredLoss
30perc_5repeat	0.5	0.175	0.7478	0.0045	0.002	0.6542	0.4902	0.5604	0.6697	0.005	0.0022	0.747	0.0045	0.002	0.7273	0.0133	0.006	0.0	0.0	0.0	0.2169	0.1807
50perc_5repeat	0.5	0.2075	0.7315	0.0084	0.0038	0.6081	0.4896	0.5424	0.6698	0.0079	0.0035	0.7322	0.0089	0.004	0.7246	0.0068	0.003	0.0	0.0	0.0	0.2363	0.2087
70perc_2repeat	0.7	0.237	0.6322	0.0195	0.0087	0.4431	0.498	0.469	0.6698	0.0063	0.0028	0.6334	0.0209	0.0094	0.7238	0.0105	0.0047	0.0	0.0	0.0	0.2449	0.237
50perc_2repeat	0.7	0.195	0.7384	0.0113	0.0051	0.6394	0.4595	0.5348	0.6713	0.0066	0.003	0.7384	0.0113	0.0051	0.73	0.0109	0.0049	0.0	0.0	0.0	0.223	0.1954
70perc_5repeat	0.5	0.2954	0.281	0.0088	0.0039	0.2255	0.4916	0.3092	0.3304	0.0082	0.0037	0.2827	0.01	0.0045	0.2771	0.0078	0.0035	0.0	0.0	0.0	0.2699	0.2965
90perc_2repeat	0.7	0.2907	0.2812	0.0073	0.0033	0.2275	0.5135	0.3153	0.3305	0.0162	0.0073	0.2822	0.0089	0.004	0.2713	0.0098	0.0044	0.0	0.0	0.0	0.2591	0.2909
100perc_5repeat	0.5	0.3922	0.2566	0.0053	0.0024	0.2127	0.4668	0.2923	0.329	0.0061	0.0027	0.2549	0.0061	0.0027	0.2741	0.0074	0.0033	0.0	0.0	0.0	0.2785	0.3999
100perc_2repeat	0.7	0.31	0.2682	0.0088	0.004	0.2198	0.5062	0.3066	0.3195	0.0133	0.006	0.268	0.0075	0.0034	0.2713	0.0132	0.0059	0.0	0.0	0.0	0.2527	0.3102
15perc_10repeat	0.4	0.1725	0.746	0.0027	0.0012	0.6248	0.5414	0.5802	0.6647	0.0133	0.0059	0.7459	0.0029	0.0013	0.7109	0.0108	0.0048	0.0	0.0	0.0	0.212	0.1775
70perc_10repeat	0.4	0.3244	0.2614	0.0068	0.0031	0.2177	0.4781	0.2992	0.3322	0.004	0.0018	0.2625	0.0069	0.0031	0.2919	0.0078	0.0035	0.0	0.0	0.0	0.2819	0.3303
30perc_2repeat	0.8	0.1756	0.7527	0.0119	0.0053	0.6713	0.4648	0.5493	0.676	0.0116	0.0052	0.7521	0.0126	0.0056	0.7423	0.0118	0.0053	0.0	0.0	0.0	0.2351	0.1759
5perc_10repeat	0.4	0.1676	0.7497	0.0016	0.0007	0.6424	0.5445	0.5894	0.6703	0.0028	0.0013	0.752	0.0017	0.0008	0.7252	0.0082	0.0037	0.0	0.0	0.0	0.2383	0.1741
30perc_10repeat	0.4	0.179	0.7496	0.0041	0.0018	0.6471	0.5135	0.5727	0.6737	0.0048	0.0021	0.7491	0.004	0.0018	0.7155	0.0083	0.0037	0.0	0.0	0.0	0.2331	0.1836
15perc_2repeat	0.8	0.1745	0.7395	0.0134	0.006	0.6389	0.4396	0.5208	0.6781	0.01	0.0045	0.7408	0.0134	0.006	0.7371	0.0098	0.0044	0.0	0.0	0.0	0.232	0.1746
50perc_10repeat	0.4	0.2197	0.7004	0.0286	0.0128	0.5484	0.5123	0.5297	0.6675	0.0095	0.0043	0.7022	0.0291	0.013	0.7173	0.0072	0.0032	0.0	0.0	0.0	0.2398	0.22
60perc_10repeat	0.4	0.2799	0.3113	0.0179	0.008	0.2302	0.4778	0.3107	0.3314	0.0102	0.0046	0.3093	0.0179	0.008	0.2768	0.0115	0.0051	0.0	0.0	0.0	0.2576	0.2811
5perc_5repeat	0.5	0.1669	0.7492	0.0054	0.0024	0.6407	0.5258	0.5776	0.6741	0.0044	0.002	0.7497	0.0055	0.0025	0.7238	0.0059	0.0026	0.0	0.0	0.0	0.2135	0.1717
100perc_10repeat	0.4	0.422	0.2475	0.0049	0.0022	0.2023	0.4429	0.2777	0.3298	0.0048	0.0022	0.2489	0.0052	0.0023	0.28	0.0094	0.0042	0.0	0.0	0.0	0.3705	0.44
40perc_2repeat	0.8	0.1862	0.7374	0.0129	0.0058	0.6525	0.4423	0.5272	0.6691	0.011	0.0049	0.7388	0.0126	0.0056	0.7372	0.0088	0.004	0.0	0.0	0.0	0.2076	0.1864
50perc_2repeat	0.8	0.1952	0.7436	0.0054	0.0024	0.6328	0.4401	0.5192	0.6855	0.0114	0.0051	0.7458	0.0065	0.0029	0.7394	0.0085	0.0038	0.0	0.0	0.0	0.2165	0.195
60perc_5repeat	0.5	0.2578	0.438	0.0605	0.0271	0.2987	0.5168	0.3786	0.4441	0.1143	0.0511	0.439	0.0599	0.0268	0.4042	0.1364	0.061	0.0	0.0	0.0	0.2487	0.2578
60perc_2repeat	0.8	0.2144	0.723	0.0066	0.003	0.5961	0.464	0.5218	0.6577	0.0144	0.0064	0.7241	0.0068	0.003	0.7398	0.0091	0.0041	0.0	0.0	0.0	0.2431	0.2145
90perc_5repeat	0.5	0.3703	0.2558	0.0077	0.0034	0.2184	0.4846	0.3011	0.3308	0.0049	0.0022	0.2541	0.0075	0.0034	0.2729	0.0082	0.0036	0.0	0.0	0.0	0.3113	0.3758
70perc_2repeat	0.8	0.2382	0.6137	0.0593	0.0265	0.4336	0.468	0.4501	0.6725	0.0149	0.0066	0.614	0.0573	0.0256	0.6921	0.0555	0.0248	0.0	0.0	0.0	0.2439	0.2381
90perc_10repeat	0.4	0.41	0.2529	0.0021	0.001	0.2124	0.468	0.2922	0.3312	0.0029	0.0013	0.2543	0.0023	0.001	0.2815	0.0113	0.0051	0.0	0.0	0.0	0.3513	0.4296
90perc_2repeat	0.8	0.2886	0.2822	0.007	0.0031	0.2321	0.5198	0.321	0.3263	0.0132	0.0059	0.2842	0.0076	0.0034	0.2597	0.0097	0.0043	0.0	0.0	0.0	0.2573	0.2884
15perc_5repeat	0.7	0.1707	0.7514	0.0063	0.0028	0.6589	0.4933	0.5642	0.6739	0.0088	0.0039	0.752	0.0068	0.003	0.7375	0.0096	0.0043	0.0	0.0	0.0	0.2504	0.172
100perc_2repeat	0.8	0.3106	0.2678	0.0061	0.0027	0.2335	0.5314	0.3244	0.3309	0.0106	0.0048	0.2683	0.0051	0.0023	0.2597	0.0088	0.004	0.0	0.0	0.0	0.3022	0.3104
40perc_5repeat	0.7	0.1892	0.7509	0.0044	0.002	0.6603	0.4673	0.5473	0.6749	0.0097	0.0043	0.7514	0.0041	0.0018	0.7379	0.0066	0.003	0.0	0.0	0.0	0.2289	0.1899
5perc_2repeat	0.8	0.1719	0.7438	0.0108	0.0048	0.6574	0.4655	0.5451	0.6704	0.0081	0.0036	0.7421	0.0097	0.0044	0.7306	0.0108	0.0048	0.0	0.0	0.0	0.1896	0.1722
15perc_10repeat	0.5	0.1673	0.7533	0.0046	0.002	0.6515	0.5127	0.5739	0.6763	0.0035	0.0016	0.7537	0.0049	0.0022	0.7314	0.0092	0.0041	0.0	0.0	0.0	0.233	0.1711
60perc_5repeat	0.7	0.2489	0.5084	0.0741	0.0331	0.3436	0.5143	0.4119	0.5268	0.1312	0.0587	0.5082	0.072	0.0322	0.4803	0.1539	0.0688	0.0	0.0	0.0	0.2502	0.2489
50perc_5repeat	0.7	0.2156	0.719	0.0084	0.0038	0.5919	0.4663	0.5216	0.6687	0.0015	0.0007	0.718	0.009	0.004	0.7354	0.01	0.0045	0.0	0.0	0.0	0.2236	0.2157
70perc_10repeat	0.5	0.3417	0.2595	0.0054	0.0024	0.2178	0.4952	0.3025	0.3382	0.0114	0.0051	0.26	0.0058	0.0026	0.2685	0.008	0.0036	0.0	0.0	0.0	0.2911	0.346
5perc_2repeat	0.9	0.1751	0.7398	0.0146	0.0065	0.6488	0.4495	0.5311	0.6725	0.0225	0.0101	0.7406	0.0164	0.0073	0.7388	0.0165	0.0074	0.0	0.0	0.0	0.2105	0.1749
70perc_5repeat	0.7	0.2952	0.2815	0.0072	0.0032	0.2303	0.5229	0.3198	0.3285	0.0117	0.0052	0.2815	0.0067	0.003	0.2645	0.005	0.0023	0.0	0.0	0.0	0.2637	0.2951
30perc_10repeat	0.5	0.1777	0.7454	0.0047	0.0021	0.656	0.4916	0.562	0.6679	0.0041	0.0018	0.7453	0.0045	0.002	0.7322	0.0098	0.0044	0.0	0.0	0.0	0.2233	0.1832
100perc_10repeat	0.5	0.4217	0.2529	0.0076	0.0034	0.208	0.4618	0.2868	0.3302	0.0051	0.0023	0.2524	0.0075	0.0034	0.2752	0.0121	0.0054	0.0	0.0	0.0	0.3915	0.4303
40perc_2repeat	0.9	0.1848	0.7392	0.0081	0.0036	0.6387	0.4209	0.5074	0.6824	0.018	0.008	0.7399	0.0093	0.0042	0.7425	0.0145	0.0065	0.0	0.0	0.0	0.2316	0.1848
5perc_5repeat	0.7	0.1728	0.7429	0.0079	0.0035	0.6405	0.4913	0.556	0.6723	0.0125	0.0056	0.7435	0.008	0.0036	0.7353	0.0097	0.0044	0.0	0.0	0.0	0.2625	0.1734
40perc_10repeat	0.4	0.19	0.7469	0.004	0.0018	0.6451	0.5012	0.5641	0.6665	0.0103	0.0046	0.7453	0.005	0.0022	0.7109	0.0115	0.0051	0.0	0.0	0.0	0.2175	0.1937
30perc_2repeat	0.9	0.1786	0.7513	0.0136	0.0061	0.6793	0.4433	0.5365	0.6753	0.0139	0.0062	0.7508	0.0143	0.0064	0.7481	0.0109	0.0049	0.0	0.0	0.0	0.2763	0.1785
60perc_2repeat	0.9	0.2154	0.7194	0.0156	0.007	0.5985	0.441	0.5078	0.6559	0.0254	0.0114	0.7247	0.0146	0.0065	0.7477	0.0251	0.0112	0.0	0.0	0.0	0.2455	0.2151
5perc_5repeat	0.8	0.1756	0.7371	0.0031	0.0014	0.6417	0.4488	0.5282	0.6721	0.0068	0.003	0.736	0.0038	0.0017	0.7277	0.0024	0.0011	0.0	0.0	0.0	0.2148	0.1757
70perc_2repeat	0.9	0.234	0.6532	0.0142	0.0063	0.4559	0.4857	0.4703	0.6586	0.028	0.0125	0.6564	0.0158	0.0071	0.7551	0.0137	0.0061	0.0	0.0	0.0	0.2488	0.2338
30perc_5repeat	0.8	0.1833	0.7402	0.0211	0.0094	0.6755	0.4556	0.5442	0.6593	0.0119	0.0053	0.7411	0.0208	0.0093	0.7329	0.023	0.0103	0.0	0.0	0.0	0.2089	0.183
30perc_5repeat	0.7	0.1806	0.7442	0.0064	0.0028	0.6543	0.4685	0.546	0.6718	0.0052	0.0023	0.7431	0.0056	0.0025	0.7306	0.0075	0.0034	0.0	0.0	0.0	0.2055	0.1819
40perc_5repeat	0.8	0.1918	0.7446	0.0141	0.0063	0.6568	0.448	0.5327	0.6755	0.0064	0.0029	0.7432	0.0137	0.0061	0.7408	0.0092	0.0041	0.0	0.0	0.0	0.21	0.192
90perc_5repeat	0.8	0.3656	0.2576	0.0057	0.0025	0.2274	0.5464	0.3211	0.3214	0.0137	0.0061	0.2553	0.0077	0.0035	0.2583	0.0076	0.0034	0.0	0.0	0.0	0.2669	0.3658
90perc_5repeat	0.7	0.3675	0.2562	0.0051	0.0023	0.2258	0.5166	0.3143	0.33	0.01	0.0045	0.2559	0.0069	0.0031	0.261	0.0081	0.0036	0.0	0.0	0.0	0.3125	0.3679
100perc_5repeat	0.7	0.3925	0.2575	0.0071	0.0032	0.2306	0.534	0.3221	0.3304	0.0071	0.0032	0.2558	0.0064	0.0029	0.2686	0.009	0.004	0.0	0.0	0.0	0.3466	0.3934
100perc_5repeat	0.8	0.3886	0.2571	0.0096	0.0043	0.2329	0.5472	0.3267	0.3296	0.0074	0.0033	0.2554	0.0091	0.0041	0.2638	0.0098	0.0044	0.0	0.0	0.0	0.3285	0.3888
5perc_10repeat	0.5	0.1669	0.748	0.0048	0.0021	0.648	0.5199	0.5769	0.6696	0.0033	0.0015	0.7492	0.0062	0.0028	0.7246	0.0118	0.0053	0.0	0.0	0.0	0.1891	0.1715
90perc_2repeat	0.9	0.2891	0.2865	0.0143	0.0064	0.2411	0.5609	0.3373	0.3237	0.0155	0.0069	0.2882	0.016	0.0072	0.2642	0.0188	0.0084	0.0	0.0	0.0	0.2817	0.2888
60perc_10repeat	0.5	0.2739	0.3327	0.0321	0.0144	0.2405	0.4847	0.3215	0.3336	0.0057	0.0026	0.3341	0.0307	0.0137	0.2932	0.0163	0.0073	0.0	0.0	0.0	0.2579	0.2742
50perc_10repeat	0.5	0.2199	0.7031	0.0159	0.0071	0.5496	0.4964	0.5216	0.6662	0.0108	0.0048	0.7028	0.0164	0.0073	0.7294	0.0074	0.0033	0.0	0.0	0.0	0.2443	0.2206
90perc_10repeat	0.5	0.4054	0.2508	0.0048	0.0022	0.2137	0.481	0.296	0.3312	0.0078	0.0035	0.2505	0.0048	0.0022	0.279	0.0133	0.0059	0.0	0.0	0.0	0.2846	0.4139
15perc_5repeat	0.9	0.1731	0.7496	0.0065	0.0029	0.6668	0.4326	0.5248	0.682	0.0187	0.0084	0.7485	0.0067	0.003	0.7455	0.0061	0.0027	0.0	0.0	0.0	0.2896	0.1733
30perc_10repeat	0.7	0.1815	0.7475	0.0067	0.003	0.6533	0.4606	0.5403	0.6778	0.0095	0.0043	0.7469	0.0061	0.0027	0.7344	0.0106	0.0047	0.0	0.0	0.0	0.2461	0.1826
50perc_10repeat	0.7	0.2262	0.6904	0.0061	0.0027	0.5368	0.4759	0.5045	0.6647	0.0051	0.0023	0.6889	0.0062	0.0028	0.7272	0.0078	0.0035	0.0	0.0	0.0	0.2434	0.2263
50perc_5repeat	0.8	0.2146	0.72	0.0092	0.0041	0.5946	0.4415	0.5067	0.6743	0.0067	0.003	0.7195	0.01	0.0045	0.731	0.0157	0.007	0.0	0.0	0.0	0.2281	0.2145
50perc_5repeat	0.9	0.2134	0.716	0.0248	0.0111	0.6068	0.4392	0.5096	0.6644	0.0197	0.0088	0.7179	0.021	0.0094	0.7402	0.021	0.0094	0.0	0.0	0.0	0.2363	0.2132
60perc_5repeat	0.9	0.253	0.473	0.0285	0.0127	0.3178	0.5077	0.3909	0.3881	0.0815	0.0364	0.4744	0.0293	0.0131	0.3804	0.1416	0.0633	0.0	0.0	0.0	0.2507	0.2529
100perc_10repeat	0.7	0.4303	0.2603	0.0107	0.0048	0.2286	0.507	0.3151	0.3356	0.013	0.0058	0.2605	0.0105	0.0047	0.2737	0.0106	0.0047	0.0	0.0	0.0	0.3212	0.4318
15perc_10repeat	0.7	0.1701	0.7492	0.003	0.0013	0.6574	0.4884	0.5604	0.6728	0.0064	0.0028	0.7491	0.0025	0.0011	0.7396	0.0119	0.0053	0.0	0.0	0.0	0.1955	0.1717
15perc_10repeat	0.9	0.1701	0.7531	0.0229	0.0103	0.6758	0.4373	0.531	0.6803	0.0109	0.0049	0.7538	0.0215	0.0096	0.7486	0.0241	0.0108	0.0	0.0	0.0	0.2123	0.1702
50perc_10repeat	0.8	0.2245	0.6944	0.0129	0.0058	0.5407	0.4788	0.5078	0.6623	0.0159	0.0071	0.6961	0.0126	0.0056	0.7411	0.0134	0.006	0.0	0.0	0.0	0.2484	0.2244
40perc_10repeat	0.8	0.1952	0.7433	0.0114	0.0051	0.6628	0.4626	0.5449	0.6649	0.0067	0.003	0.7433	0.0095	0.0043	0.7468	0.0088	0.0039	0.0	0.0	0.0	0.2006	0.1952
90perc_10repeat	0.9	0.4046	0.252	0.0241	0.0108	0.2262	0.5603	0.3223	0.3169	0.0226	0.0101	0.2522	0.0232	0.0104	0.2533	0.0201	0.009	0.0	0.0	0.0	0.3161	0.4046
60perc_10repeat	0.9	0.2819	0.3067	0.0265	0.0118	0.2452	0.5351	0.3363	0.3281	0.0257	0.0115	0.3076	0.0282	0.0126	0.2572	0.0266	0.0119	0.0	0.0	0.0	0.2565	0.2815
