0perc_0repeat	0.9	0.4388	0.5612	0.0	0.0	0.3334	0.334	0.3337	0.5612	0.6734	0.0	0.0	0.6717	0.0	0.0	0.5036	0.0	0.0
0perc_0repeat	0.05	0.4465	0.5535	0.0	0.0	0.3254	0.3451	0.335	0.5535	0.6554	0.0	0.0	0.65	0.0	0.0	0.4531	0.0	0.0
0perc_0repeat	0.8	0.4385	0.5615	0.0	0.0	0.319	0.3251	0.3221	0.5615	0.6715	0.0	0.0	0.6701	0.0	0.0	0.4998	0.0	0.0
0perc_0repeat	0.1	0.4383	0.5617	0.0	0.0	0.3287	0.3266	0.3277	0.5617	0.6751	0.0	0.0	0.6275	0.0	0.0	0.4826	0.0	0.0
0perc_0repeat	0.25	0.4428	0.5572	0.0	0.0	0.3236	0.3344	0.3289	0.5572	0.6662	0.0	0.0	0.6794	0.0	0.0	0.5051	0.0	0.0
0perc_0repeat	0.2	0.45	0.55	0.0	0.0	0.3154	0.3389	0.3267	0.55	0.6548	0.0	0.0	0.6384	0.0	0.0	0.5386	0.0	0.0
0perc_0repeat	0.3	0.4387	0.5613	0.0	0.0	0.3261	0.3299	0.328	0.5613	0.6682	0.0	0.0	0.6923	0.0	0.0	0.5098	0.0	0.0
0perc_0repeat	0.35	0.4445	0.5555	0.0	0.0	0.3244	0.3169	0.3206	0.5555	0.6809	0.0	0.0	0.666	0.0	0.0	0.5198	0.0	0.0
0perc_0repeat	0.45	0.4408	0.5592	0.0	0.0	0.3264	0.3132	0.3197	0.5592	0.678	0.0	0.0	0.6836	0.0	0.0	0.5071	0.0	0.0
0perc_0repeat	0.7	0.4312	0.5688	0.0	0.0	0.3455	0.3389	0.3422	0.5688	0.675	0.0	0.0	0.6716	0.0	0.0	0.4934	0.0	0.0
0perc_0repeat	0.4	0.445	0.555	0.0	0.0	0.3124	0.3383	0.3248	0.555	0.6576	0.0	0.0	0.6507	0.0	0.0	0.5059	0.0	0.0
0perc_0repeat	0.5	0.4328	0.5672	0.0	0.0	0.3225	0.3466	0.3341	0.5672	0.6597	0.0	0.0	0.6668	0.0	0.0	0.531	0.0	0.0
0perc_0repeat	0.6	0.4386	0.5614	0.0	0.0	0.3289	0.3253	0.3271	0.5614	0.6738	0.0	0.0	0.6708	0.0	0.0	0.5023	0.0	0.0
