Label	trainingSize	Accuracy_Mean	Accuracy_SD	Accuracy_SE	Precision_Mean	Recall_Mean	F1
0perc_0repeat	0.4	0.559	0.0562	0.0056	0.6631	0.2487	0.3618
Median_0perc_0repeat	0.4	0.5484	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5394	0.0498	0.005	0.6335	0.2435	0.3518
Median_0perc_0repeat	0.4	0.5353	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5532	0.0503	0.005	0.6671	0.2102	0.3197
Median_0perc_0repeat	0.4	0.5473	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5626	0.0492	0.0049	0.679	0.2223	0.3349
Median_0perc_0repeat	0.4	0.5507	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.541	0.0553	0.0055	0.6173	0.242	0.3477
Median_0perc_0repeat	0.4	0.5361	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5551	0.0453	0.0045	0.6695	0.1644	0.264
Median_0perc_0repeat	0.4	0.5409	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5471	0.0521	0.0052	0.6269	0.213	0.3179
Median_0perc_0repeat	0.4	0.5389	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5586	0.0539	0.0054	0.6363	0.2071	0.3125
Median_0perc_0repeat	0.4	0.5487	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5465	0.0472	0.0047	0.6017	0.199	0.2991
Median_0perc_0repeat	0.4	0.5339	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5532	0.0519	0.0052	0.6595	0.2593	0.3722
Median_0perc_0repeat	0.4	0.5447	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5455	0.0476	0.0048	0.621	0.2163	0.3209
Median_0perc_0repeat	0.4	0.5386	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5478	0.0477	0.0048	0.6417	0.2446	0.3542
Median_0perc_0repeat	0.4	0.5402	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5579	0.0511	0.0051	0.6379	0.1979	0.3021
Median_0perc_0repeat	0.4	0.5441	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5445	0.0512	0.0051	0.608	0.2373	0.3413
Median_0perc_0repeat	0.4	0.5292	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5553	0.0577	0.0058	0.627	0.2123	0.3172
Median_0perc_0repeat	0.4	0.5358	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5485	0.0572	0.0057	0.6568	0.2538	0.3661
Median_0perc_0repeat	0.4	0.533	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5574	0.054	0.0054	0.6683	0.2609	0.3753
Median_0perc_0repeat	0.4	0.5471	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.553	0.0523	0.0052	0.6208	0.2215	0.3265
Median_0perc_0repeat	0.4	0.5354	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5583	0.0538	0.0054	0.6562	0.2218	0.3315
Median_0perc_0repeat	0.4	0.5428	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5584	0.0561	0.0056	0.6525	0.2185	0.3274
Median_0perc_0repeat	0.4	0.544	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5559	0.0472	0.0047	0.6262	0.1883	0.2895
Median_0perc_0repeat	0.4	0.5475	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5603	0.0532	0.0053	0.6798	0.2191	0.3313
Median_0perc_0repeat	0.4	0.5467	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5489	0.051	0.0051	0.6327	0.2284	0.3357
Median_0perc_0repeat	0.4	0.5395	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5504	0.0473	0.0047	0.642	0.1975	0.3021
Median_0perc_0repeat	0.4	0.5465	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5425	0.0507	0.0051	0.6187	0.2126	0.3165
Median_0perc_0repeat	0.4	0.5342	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5553	0.0462	0.0046	0.6681	0.1994	0.3071
Median_0perc_0repeat	0.4	0.5441	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5609	0.0529	0.0053	0.6652	0.2243	0.3355
Median_0perc_0repeat	0.4	0.5498	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.557	0.0534	0.0053	0.64	0.2415	0.3507
Median_0perc_0repeat	0.4	0.5401	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5538	0.0445	0.0044	0.674	0.2043	0.3135
Median_0perc_0repeat	0.4	0.5448	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.557	0.0548	0.0055	0.6654	0.2443	0.3574
Median_0perc_0repeat	0.4	0.5461	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5592	0.0504	0.005	0.6846	0.2462	0.3621
Median_0perc_0repeat	0.4	0.5475	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5611	0.0537	0.0054	0.6515	0.2514	0.3628
Median_0perc_0repeat	0.4	0.5489	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5513	0.0525	0.0053	0.6481	0.2347	0.3446
Median_0perc_0repeat	0.4	0.5388	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5463	0.0527	0.0053	0.6259	0.2203	0.3258
Median_0perc_0repeat	0.4	0.5372	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5551	0.0582	0.0058	0.5986	0.2663	0.3686
Median_0perc_0repeat	0.4	0.5408	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5619	0.0573	0.0057	0.6565	0.2388	0.3502
Median_0perc_0repeat	0.4	0.5415	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.555	0.0534	0.0053	0.634	0.2013	0.3056
Median_0perc_0repeat	0.4	0.5383	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5559	0.0465	0.0046	0.6522	0.2041	0.3109
Median_0perc_0repeat	0.4	0.5462	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5532	0.0533	0.0053	0.6612	0.2031	0.3107
Median_0perc_0repeat	0.4	0.5381	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5607	0.0571	0.0057	0.6601	0.2922	0.4051
Median_0perc_0repeat	0.4	0.5479	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5529	0.0509	0.0051	0.6396	0.1923	0.2957
Median_0perc_0repeat	0.4	0.5419	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5512	0.0517	0.0052	0.6554	0.212	0.3204
Median_0perc_0repeat	0.4	0.5373	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5474	0.0452	0.0045	0.6411	0.1975	0.3019
Median_0perc_0repeat	0.4	0.5369	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5595	0.0513	0.0051	0.6669	0.2218	0.3329
Median_0perc_0repeat	0.4	0.5432	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5542	0.0504	0.005	0.6835	0.2358	0.3506
Median_0perc_0repeat	0.4	0.5384	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5582	0.0489	0.0049	0.6532	0.2029	0.3097
Median_0perc_0repeat	0.4	0.5462	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5606	0.0527	0.0053	0.6238	0.2519	0.3589
Median_0perc_0repeat	0.4	0.5422	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5557	0.0503	0.005	0.6761	0.1973	0.3055
Median_0perc_0repeat	0.4	0.5437	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5526	0.0547	0.0055	0.6523	0.2409	0.3518
Median_0perc_0repeat	0.4	0.5427	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5583	0.0563	0.0056	0.6531	0.2384	0.3493
Median_0perc_0repeat	0.4	0.5465	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5459	0.0477	0.0048	0.6578	0.2017	0.3087
Median_0perc_0repeat	0.4	0.5349	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5637	0.0557	0.0056	0.655	0.2473	0.359
Median_0perc_0repeat	0.4	0.5506	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5565	0.0472	0.0047	0.6635	0.1825	0.2863
Median_0perc_0repeat	0.4	0.5499	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5542	0.053	0.0053	0.6401	0.26	0.3698
Median_0perc_0repeat	0.4	0.5372	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5476	0.0526	0.0053	0.6298	0.212	0.3172
Median_0perc_0repeat	0.4	0.5375	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5643	0.0556	0.0056	0.6861	0.2703	0.3878
Median_0perc_0repeat	0.4	0.5541	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5566	0.0568	0.0057	0.6564	0.2481	0.3601
Median_0perc_0repeat	0.4	0.5407	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5553	0.0562	0.0056	0.6592	0.2098	0.3183
Median_0perc_0repeat	0.4	0.544	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5581	0.052	0.0052	0.6676	0.2099	0.3194
Median_0perc_0repeat	0.4	0.5432	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5503	0.0498	0.005	0.6481	0.2	0.3057
Median_0perc_0repeat	0.4	0.5405	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5567	0.0533	0.0053	0.6609	0.2604	0.3736
Median_0perc_0repeat	0.4	0.5489	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5547	0.0534	0.0053	0.6831	0.1917	0.2994
Median_0perc_0repeat	0.4	0.5392	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5549	0.0506	0.0051	0.6471	0.2248	0.3336
Median_0perc_0repeat	0.4	0.5475	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5541	0.047	0.0047	0.6458	0.17	0.2691
Median_0perc_0repeat	0.4	0.5455	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5494	0.0494	0.0049	0.66	0.2101	0.3187
Median_0perc_0repeat	0.4	0.5388	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5532	0.0498	0.005	0.6313	0.2615	0.3698
Median_0perc_0repeat	0.4	0.5452	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5534	0.0479	0.0048	0.6399	0.195	0.2989
Median_0perc_0repeat	0.4	0.5449	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.557	0.0531	0.0053	0.6437	0.2358	0.3451
Median_0perc_0repeat	0.4	0.5463	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5545	0.0565	0.0056	0.6081	0.2348	0.3388
Median_0perc_0repeat	0.4	0.5401	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5505	0.0546	0.0055	0.6141	0.2387	0.3438
Median_0perc_0repeat	0.4	0.539	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5489	0.0532	0.0053	0.6396	0.2234	0.3311
Median_0perc_0repeat	0.4	0.5359	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5514	0.0477	0.0048	0.6458	0.2004	0.3059
Median_0perc_0repeat	0.4	0.5449	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5567	0.0543	0.0054	0.6554	0.2073	0.315
Median_0perc_0repeat	0.4	0.5349	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5624	0.0555	0.0055	0.6511	0.2463	0.3574
Median_0perc_0repeat	0.4	0.546	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.557	0.0497	0.005	0.6661	0.2018	0.3097
Median_0perc_0repeat	0.4	0.5447	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5616	0.0606	0.0061	0.6472	0.2092	0.3162
Median_0perc_0repeat	0.4	0.5358	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5573	0.053	0.0053	0.6895	0.2177	0.3309
Median_0perc_0repeat	0.4	0.5438	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5639	0.0576	0.0058	0.6548	0.2389	0.3501
Median_0perc_0repeat	0.4	0.5447	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5512	0.0572	0.0057	0.6261	0.2438	0.3509
Median_0perc_0repeat	0.4	0.5396	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5567	0.0533	0.0053	0.653	0.2079	0.3154
Median_0perc_0repeat	0.4	0.5434	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5529	0.0519	0.0052	0.6703	0.2316	0.3442
Median_0perc_0repeat	0.4	0.5374	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.556	0.0578	0.0058	0.6365	0.2615	0.3707
Median_0perc_0repeat	0.4	0.5401	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5472	0.0447	0.0045	0.6451	0.2078	0.3144
Median_0perc_0repeat	0.4	0.5367	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5603	0.0543	0.0054	0.6768	0.22	0.332
Median_0perc_0repeat	0.4	0.5461	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5587	0.054	0.0054	0.6508	0.2681	0.3798
Median_0perc_0repeat	0.4	0.5473	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5541	0.0496	0.005	0.6678	0.2105	0.3201
Median_0perc_0repeat	0.4	0.543	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5552	0.0564	0.0056	0.6764	0.272	0.388
Median_0perc_0repeat	0.4	0.5469	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5538	0.0525	0.0052	0.6421	0.2198	0.3274
Median_0perc_0repeat	0.4	0.5384	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5529	0.0558	0.0056	0.6292	0.2287	0.3355
Median_0perc_0repeat	0.4	0.5341	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5459	0.0498	0.005	0.6324	0.222	0.3287
Median_0perc_0repeat	0.4	0.5309	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5495	0.0458	0.0046	0.6224	0.2006	0.3034
Median_0perc_0repeat	0.4	0.5411	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5582	0.0519	0.0052	0.6581	0.2895	0.4021
Median_0perc_0repeat	0.4	0.549	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5494	0.0468	0.0047	0.638	0.1646	0.2617
Median_0perc_0repeat	0.4	0.5349	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5563	0.0527	0.0053	0.6262	0.2286	0.3349
Median_0perc_0repeat	0.4	0.5426	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5468	0.0478	0.0048	0.6565	0.2388	0.3502
Median_0perc_0repeat	0.4	0.5378	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5565	0.0512	0.0051	0.664	0.2182	0.3284
Median_0perc_0repeat	0.4	0.5435	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5497	0.0512	0.0051	0.6369	0.2146	0.321
Median_0perc_0repeat	0.4	0.5381	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.557	0.0537	0.0054	0.6403	0.2429	0.3522
Median_0perc_0repeat	0.4	0.5376	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5483	0.0544	0.0054	0.651	0.2216	0.3307
Median_0perc_0repeat	0.4	0.5337	0.0	0.0	0.0	0.0	0.0
