original	0.9	0.8206	0.0502	0.0035	0.0	0.0	nan	0.8333
original	0.8	0.8206	0.0357	0.0025	0.0	0.0	nan	0.8148
original	0.7	0.8207	0.0259	0.0018	0.0	0.0	nan	0.8221
original	0.6	0.8251	0.02	0.0014	0.0	0.0	nan	0.8257
original	0.5	0.8233	0.0162	0.0011	0.0	0.0	nan	0.8235
original	0.45	0.8231	0.0149	0.0011	0.0	0.0	nan	0.8227
original	0.4	0.8244	0.0126	0.0009	0.0	0.0	nan	0.8257
original	0.35	0.822	0.0116	0.0008	0.0	0.0	nan	0.822
original	0.1	0.8218	0.006	0.0004	0.0	0.0	nan	0.8204
original	0.3	0.8226	0.0108	0.0008	0.0	0.0	nan	0.8215
original	0.25	0.822	0.0098	0.0007	0.0	0.0	nan	0.8211
original	0.2	0.8222	0.0081	0.0006	0.0	0.0	nan	0.8211
original	0.05	0.8147	0.0555	0.0039	0.004	0.0097	0.0056	0.8221
