Label	trainingSize	SquaredLoss_Mean	Accuracy_Mean	Accuracy_SD	Accuracy_SE	Precision_Mean	Recall_Mean	F1	Accuracy_Median	PriorClass0_Mean	PriorClass0_SD	PriorClass0_SE	ProbabilityEstimate_0given0_Mean 	ProbabilityEstimate_0given0_SD 	ProbabilityEstimate_0given0_SE 	ProbabilityEstimate_1given1_Mean	ProbabilityEstimate_1given1_SD	ProbabilityEstimate_1given1_SE
70perc_2repeat	0.25	0.162	0.8184	0.0144	0.001	0.1869	0.0155	0.0286	0.82	0.5249	0.0146	0.001	0.6354	0.002	0.0	0.5929	0.0027	0.0
30perc_5repeat	0.25	0.1725	0.8221	0.0088	0.0006	0.0	0.0	0.0	0.8211	0.6596	0.0159	0.0011	0.6876	0.0017	0.0	0.3663	0.0025	0.0
40perc_5repeat	0.25	0.1666	0.8236	0.0091	0.0006	0.0	0.0	0.0	0.8235	0.6097	0.0155	0.0011	0.6395	0.0015	0.0	0.4198	0.0024	0.0
50perc_5repeat	0.25	0.1596	0.8213	0.0094	0.0007	0.0109	0.0005	0.0009	0.8211	0.5563	0.0136	0.001	0.5946	0.0016	0.0	0.4866	0.0019	0.0
60perc_5repeat	0.25	0.2233	0.669	0.2297	0.0162	0.2628	0.3154	0.2867	0.8032	0.5012	0.0113	0.0008	0.5547	0.0015	0.0	0.5525	0.0016	0.0
70perc_5repeat	0.25	0.6608	0.1897	0.0511	0.0036	0.1804	0.9882	0.3051	0.183	0.4498	0.013	0.0009	0.5313	0.0015	0.0	0.6222	0.002	0.0
80perc_2repeat	0.25	0.2188	0.7352	0.1595	0.0113	0.348	0.2413	0.285	0.8047	0.4805	0.0123	0.0009	0.6446	0.0022	0.0	0.6707	0.0027	0.0
5perc_10repeat	0.25	0.1774	0.8218	0.0098	0.0007	0.0	0.0	0.0	0.8211	0.7968	0.0271	0.0019	0.8325	0.0022	0.0	0.2759	0.0066	0.0
100perc_10repeat	0.2	0.8117	0.1781	0.0076	0.0005	0.178	0.9999	0.3023	0.1789	0.2363	0.0249	0.0018	0.4854	0.0059	0.0	0.8482	0.0032	0.0
60perc_2repeat	0.2	0.1676	0.8191	0.0366	0.0026	0.0336	0.0058	0.0099	0.8211	0.5657	0.0189	0.0013	0.6433	0.0022	0.0	0.5319	0.0032	0.0
