Label	trainingSize	SquaredLoss_Mean	Accuracy_Mean	Accuracy_SD	Accuracy_SE	Precision_Mean	Recall_Mean	F1	Accuracy_Median	PriorClass0_Mean	PriorClass0_SD	PriorClass0_SE	ProbabilityEstimate_0given0_Mean 	ProbabilityEstimate_0given0_SD 	ProbabilityEstimate_0given0_SE 	ProbabilityEstimate_1given1_Mean	ProbabilityEstimate_1given1_SD	ProbabilityEstimate_1given1_SE
100perc_10repeat	0.2	0.3154	0.6705	0.0089	0.0006	0.0088	0.0001	0.0002	0.6714	0.673	0.0358	0.0025	0.7318	0.0041	0.0	0.4027	0.0067	0.0
40perc_5repeat	0.25	0.3142	0.6716	0.0107	0.0008	0.0011	0.0	0.0	0.6731	0.6694	0.0331	0.0023	0.7265	0.0036	0.0	0.3926	0.0061	0.0
30perc_5repeat	0.25	0.3142	0.6712	0.0105	0.0007	0.0092	0.0002	0.0003	0.671	0.6693	0.0327	0.0023	0.7269	0.0038	0.0	0.3916	0.0059	0.0
5perc_5repeat	0.25	0.3146	0.6708	0.0118	0.0008	0.0058	0.0004	0.0008	0.6731	0.6714	0.0352	0.0025	0.7236	0.0037	0.0	0.3957	0.0057	0.0
15perc_5repeat	0.25	0.3153	0.6703	0.0108	0.0008	0.0119	0.0001	0.0002	0.6688	0.6732	0.0327	0.0023	0.7276	0.0037	0.0	0.3773	0.0059	0.0
40perc_2repeat	0.2	0.3154	0.6699	0.0098	0.0007	0.0101	0.0001	0.0002	0.6694	0.6751	0.0403	0.0029	0.7247	0.0043	0.0	0.3819	0.0073	0.0
50perc_2repeat	0.2	0.3157	0.6686	0.0242	0.0017	0.0108	0.0046	0.0064	0.6694	0.6733	0.0395	0.0028	0.725	0.0044	0.0	0.3861	0.0078	0.0
40perc_10repeat	0.25	0.3152	0.6711	0.0109	0.0008	0.0063	0.0001	0.0002	0.671	0.6713	0.0333	0.0024	0.7297	0.0035	0.0	0.3874	0.0056	0.0
60perc_2repeat	0.2	0.3128	0.6711	0.0098	0.0007	0.0067	0.0	0.0001	0.6714	0.6709	0.0434	0.0031	0.7195	0.0046	0.0	0.3877	0.0071	0.0
30perc_5repeat	0.2	0.3138	0.671	0.0092	0.0007	0.0077	0.0002	0.0004	0.6714	0.6689	0.0363	0.0026	0.7276	0.0047	0.0	0.3959	0.0069	0.0
30perc_10repeat	0.25	0.3132	0.6718	0.0102	0.0007	0.0047	0.0	0.0001	0.671	0.6683	0.0314	0.0022	0.7234	0.0036	0.0	0.3933	0.0057	0.0
40perc_5repeat	0.2	0.3133	0.6709	0.0096	0.0007	0.0061	0.0001	0.0002	0.6714	0.6714	0.041	0.0029	0.7234	0.0047	0.0	0.393	0.0073	0.0
50perc_5repeat	0.2	0.31	0.6727	0.0093	0.0007	0.0197	0.0003	0.0006	0.6714	0.6641	0.0402	0.0028	0.711	0.0045	0.0	0.3904	0.0075	0.0
15perc_10repeat	0.25	0.3119	0.6728	0.0105	0.0007	0.0033	0.0002	0.0003	0.671	0.6656	0.0315	0.0022	0.7221	0.0036	0.0	0.3991	0.0057	0.0
5perc_10repeat	0.25	0.314	0.6716	0.0113	0.0008	0.0023	0.0	0.0001	0.671	0.6692	0.0339	0.0024	0.725	0.0037	0.0	0.3892	0.0061	0.0
30perc_10repeat	0.2	0.3123	0.6713	0.0105	0.0007	0.0141	0.0018	0.0032	0.6694	0.6683	0.0436	0.0031	0.7239	0.0047	0.0	0.3803	0.0077	0.0
50perc_10repeat	0.2	0.3137	0.6715	0.0097	0.0007	0.0011	0.0	0.0	0.6714	0.6684	0.0413	0.0029	0.7265	0.0044	0.0	0.3922	0.0067	0.0
60perc_5repeat	0.2	0.3103	0.6723	0.0088	0.0006	0.0143	0.0003	0.0007	0.6714	0.6653	0.0379	0.0027	0.7161	0.005	0.0	0.4001	0.0069	0.0
70perc_2repeat	0.2	0.3163	0.6705	0.0083	0.0006	0.0035	0.0001	0.0001	0.6694	0.6722	0.0374	0.0026	0.7369	0.0041	0.0	0.3951	0.0072	0.0
40perc_10repeat	0.2	0.3144	0.6704	0.0091	0.0006	0.0054	0.0005	0.0009	0.6704	0.672	0.0372	0.0026	0.7287	0.0046	0.0	0.3922	0.0074	0.0
70perc_5repeat	0.2	0.3139	0.671	0.0096	0.0007	0.0186	0.0005	0.0009	0.6714	0.6692	0.0438	0.0031	0.7309	0.0043	0.0	0.397	0.0077	0.0
60perc_10repeat	0.2	0.3136	0.6712	0.0092	0.0007	0.0072	0.0001	0.0002	0.6714	0.6705	0.0384	0.0027	0.7296	0.0047	0.0	0.3932	0.0071	0.0
70perc_10repeat	0.2	0.3125	0.6717	0.0097	0.0007	0.0196	0.0003	0.0006	0.6714	0.6678	0.0419	0.003	0.7245	0.0044	0.0	0.4008	0.0077	0.0
50perc_2repeat	0.25	0.3142	0.6711	0.011	0.0008	0.0009	0.0	0.0	0.671	0.6706	0.0359	0.0025	0.7233	0.0038	0.0	0.3864	0.0059	0.0
50perc_5repeat	0.25	0.3168	0.6689	0.0111	0.0008	0.0012	0.0	0.0	0.6688	0.6756	0.0345	0.0024	0.7274	0.0038	0.0	0.381	0.0064	0.0
60perc_2repeat	0.25	0.313	0.6721	0.0104	0.0007	0.0008	0.0	0.0	0.672	0.6685	0.0343	0.0024	0.7208	0.0037	0.0	0.39	0.006	0.0
50perc_10repeat	0.25	0.3153	0.6703	0.0102	0.0007	0.0	0.0	0.0	0.6688	0.6728	0.032	0.0023	0.723	0.0035	0.0	0.377	0.0058	0.0
80perc_2repeat	0.2	0.3144	0.6707	0.0098	0.0007	0.0101	0.0001	0.0002	0.6694	0.6738	0.044	0.0031	0.7215	0.0041	0.0	0.3926	0.0064	0.0
60perc_5repeat	0.25	0.3162	0.67	0.0118	0.0008	0.0021	0.0	0.0	0.6688	0.6735	0.0376	0.0027	0.7329	0.0039	0.0	0.3917	0.0061	0.0
70perc_2repeat	0.25	0.3149	0.6713	0.0105	0.0007	0.0012	0.0	0.0	0.671	0.6711	0.0361	0.0026	0.728	0.0035	0.0	0.3914	0.0058	0.0
80perc_2repeat	0.25	0.3148	0.6711	0.0107	0.0008	0.006	0.0	0.0001	0.671	0.6697	0.0352	0.0025	0.7288	0.0032	0.0	0.3963	0.0054	0.0
90perc_2repeat	0.25	0.3143	0.6712	0.0109	0.0008	0.0	0.0	0.0	0.671	0.6712	0.0367	0.0026	0.7241	0.0033	0.0	0.3974	0.0055	0.0
5perc_2repeat	0.3	0.3144	0.6719	0.012	0.0009	0.0028	0.0001	0.0001	0.6705	0.6685	0.0283	0.002	0.7279	0.0028	0.0	0.3947	0.0049	0.0
15perc_2repeat	0.3	0.3149	0.671	0.0125	0.0009	0.0	0.0	0.0	0.6705	0.671	0.03	0.0021	0.7288	0.0032	0.0	0.3931	0.005	0.0
100perc_5repeat	0.25	0.3149	0.6711	0.0103	0.0007	0.0006	0.0	0.0	0.6731	0.6705	0.0309	0.0022	0.725	0.0034	0.0	0.3974	0.0057	0.0
90perc_5repeat	0.25	0.3149	0.671	0.0104	0.0007	0.002	0.0	0.0	0.671	0.6714	0.0356	0.0025	0.7259	0.0033	0.0	0.3901	0.0055	0.0
80perc_5repeat	0.25	0.3149	0.671	0.0106	0.0008	0.004	0.0001	0.0002	0.671	0.671	0.0376	0.0027	0.7276	0.0034	0.0	0.3892	0.0061	0.0
100perc_2repeat	0.25	0.314	0.6716	0.0117	0.0008	0.0072	0.0004	0.0007	0.671	0.6691	0.0351	0.0025	0.727	0.0037	0.0	0.3865	0.0058	0.0
