0perc_0repeat	0.9	0.2025	0.6895	0.0516	0.0073	0.6509	0.7239	0.6855	0.6959	0.4938	0.0	0.0	0.5832	0.0	0.0	0.5971	0.0	0.0
0perc_0repeat	0.8	0.2046	0.6779	0.038	0.0054	0.6281	0.7348	0.6773	0.678	0.4938	0.0	0.0	0.5832	0.0	0.0	0.5971	0.0	0.0
0perc_0repeat	0.7	0.2075	0.6774	0.0233	0.0033	0.6384	0.734	0.6828	0.6769	0.4938	0.0	0.0	0.5832	0.0	0.0	0.5971	0.0	0.0
0perc_0repeat	0.6	0.2113	0.6693	0.022	0.0031	0.6309	0.7433	0.6825	0.6708	0.4938	0.0	0.0	0.5832	0.0	0.0	0.5971	0.0	0.0
0perc_0repeat	0.5	0.218	0.6631	0.0173	0.0025	0.6181	0.7748	0.6876	0.6621	0.4938	0.0	0.0	0.5832	0.0	0.0	0.5971	0.0	0.0
0perc_0repeat	0.45	0.2232	0.6471	0.0284	0.004	0.604	0.7865	0.6833	0.6481	0.4938	0.0	0.0	0.5832	0.0	0.0	0.5971	0.0	0.0
0perc_0repeat	0.4	0.2347	0.6312	0.0366	0.0052	0.5849	0.8088	0.6789	0.6368	0.4938	0.0	0.0	0.5832	0.0	0.0	0.5971	0.0	0.0
0perc_0repeat	0.35	0.248	0.6044	0.0446	0.0063	0.5635	0.8328	0.6722	0.6062	0.4938	0.0	0.0	0.5832	0.0	0.0	0.5971	0.0	0.0
0perc_0repeat	0.3	0.2724	0.5665	0.0396	0.0056	0.5283	0.8891	0.6628	0.5566	0.4938	0.0	0.0	0.5832	0.0	0.0	0.5971	0.0	0.0
0perc_0repeat	0.25	0.3081	0.5222	0.0371	0.0052	0.4974	0.9355	0.6495	0.5177	0.4938	0.0	0.0	0.5832	0.0	0.0	0.5971	0.0	0.0
0perc_0repeat	0.2	0.3353	0.4961	0.018	0.0025	0.4828	0.959	0.6423	0.4925	0.4938	0.0	0.0	0.5832	0.0	0.0	0.5971	0.0	0.0
0perc_0repeat	0.1	0.3809	0.4765	0.0104	0.0015	0.4737	0.9885	0.6404	0.4772	0.4938	0.0	0.0	0.5832	0.0	0.0	0.5971	0.0	0.0
0perc_0repeat	0.05	0.4001	0.4729	0.0054	0.0008	0.4718	0.9938	0.6398	0.4729	0.4938	0.0	0.0	0.5832	0.0	0.0	0.5971	0.0	0.0
