0perc_0repeat	0.6	0.4707	0.5293	0.0246	0.0017	0.5124	0.024	0.0458	0.53	0.5266	0.0167	0.0012	0.6451	0.0017	0.0	0.5888	0.0019	0.0
0perc_0repeat	0.4	0.474	0.526	0.0155	0.0011	0.5056	0.0531	0.0961	0.5262	0.5301	0.0246	0.0017	0.6481	0.0027	0.0	0.5845	0.0029	0.0
0perc_0repeat	0.5	0.4724	0.5276	0.0206	0.0015	0.5146	0.0372	0.0693	0.5252	0.5281	0.0216	0.0015	0.6465	0.0023	0.0	0.5869	0.0023	0.0
0perc_0repeat	0.7	0.4724	0.5276	0.0331	0.0023	0.5043	0.0162	0.0314	0.528	0.5277	0.0145	0.001	0.6442	0.0015	0.0	0.5871	0.0014	0.0
0perc_0repeat	0.45	0.4741	0.5259	0.0159	0.0011	0.5112	0.044	0.0811	0.5267	0.5303	0.0204	0.0014	0.6469	0.0025	0.0	0.5854	0.0025	0.0
0perc_0repeat	0.35	0.4743	0.5257	0.0137	0.001	0.4963	0.0659	0.1163	0.5251	0.5296	0.0263	0.0019	0.6491	0.0031	0.0	0.5891	0.003	0.0
0perc_0repeat	0.8	0.4782	0.5218	0.0402	0.0028	0.3367	0.0088	0.0172	0.5189	0.529	0.0101	0.0007	0.647	0.001	0.0	0.587	0.0011	0.0
0perc_0repeat	0.3	0.4733	0.5267	0.0127	0.0009	0.4915	0.0838	0.1432	0.5266	0.5252	0.0342	0.0024	0.6389	0.0041	0.0	0.5841	0.0038	0.0
0perc_0repeat	0.9	0.4779	0.5221	0.0632	0.0045	0.0944	0.0038	0.0073	0.5246	0.528	0.0069	0.0005	0.6458	0.0007	0.0	0.5866	0.0007	0.0
0perc_0repeat	0.2	0.4761	0.5239	0.0109	0.0008	0.4893	0.1379	0.2152	0.5242	0.5282	0.0412	0.0029	0.6369	0.0049	0.0	0.5836	0.0054	0.0
0perc_0repeat	0.25	0.4757	0.5243	0.0116	0.0008	0.4936	0.1046	0.1727	0.5237	0.5321	0.0354	0.0025	0.6419	0.0043	0.0	0.568	0.0047	0.0
0perc_0repeat	0.1	0.4818	0.5182	0.0123	0.0009	0.4832	0.2458	0.3259	0.5181	0.529	0.0563	0.004	0.6251	0.0078	0.0	0.5605	0.0105	0.0
0perc_0repeat	0.05	0.4916	0.5084	0.0146	0.001	0.4738	0.3407	0.3964	0.5098	0.5173	0.0874	0.0062	0.5754	0.0133	0.0	0.5301	0.0141	0.0
