0perc_0repeat	0.4	0.5615	0.05	0.01	0.7239	0.2254	0.3438
Median_0perc_0repeat	0.4	0.5566	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5517	0.0571	0.0114	0.6818	0.2821	0.399
Median_0perc_0repeat	0.4	0.5454	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5655	0.0629	0.0126	0.6346	0.261	0.3698
Median_0perc_0repeat	0.4	0.5462	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5436	0.0407	0.0081	0.6751	0.2306	0.3438
Median_0perc_0repeat	0.4	0.5354	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5608	0.0485	0.0097	0.6946	0.1932	0.3024
Median_0perc_0repeat	0.4	0.5449	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5719	0.0502	0.01	0.6542	0.2226	0.3322
7
Median_0perc_0repeat	0.4	0.5727	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5306	0.0431	0.0086	0.612	0.2776	0.382
Median_0perc_0repeat	0.4	0.5377	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5509	0.0508	0.0102	0.6576	0.2028	0.31
Median_0perc_0repeat	0.4	0.5274	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5499	0.0615	0.0123	0.5958	0.295	0.3946
Median_0perc_0repeat	0.4	0.5437	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5473	0.0546	0.0109	0.6142	0.2697	0.3748
Median_0perc_0repeat	0.4	0.5317	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5561	0.0489	0.0098	0.6534	0.302	0.4131
Median_0perc_0repeat	0.4	0.5495	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5503	0.0589	0.0118	0.6232	0.1693	0.2663
Median_0perc_0repeat	0.4	0.5368	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5485	0.0529	0.0106	0.6617	0.3561	0.463
Median_0perc_0repeat	0.4	0.542	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5604	0.0641	0.0128	0.6598	0.2708	0.384
Median_0perc_0repeat	0.4	0.5573	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.545	0.0331	0.0066	0.7092	0.213	0.3276
Median_0perc_0repeat	0.4	0.5414	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5574	0.0444	0.0089	0.6701	0.1989	0.3067
Median_0perc_0repeat	0.4	0.5488	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5569	0.06	0.012	0.6918	0.279	0.3976
Median_0perc_0repeat	0.4	0.5395	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5517	0.0422	0.0084	0.6755	0.1787	0.2827
Median_0perc_0repeat	0.4	0.5396	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5383	0.0408	0.0082	0.6539	0.0708	0.1277
Median_0perc_0repeat	0.4	0.5239	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5596	0.042	0.0084	0.6493	0.1483	0.2415
Median_0perc_0repeat	0.4	0.5606	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5363	0.0427	0.0085	0.6344	0.2554	0.3641
Median_0perc_0repeat	0.4	0.5253	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5692	0.0598	0.012	0.6473	0.2509	0.3616
Median_0perc_0repeat	0.4	0.5644	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5477	0.0402	0.008	0.7029	0.1812	0.2882
Median_0perc_0repeat	0.4	0.5333	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5514	0.0553	0.0111	0.6348	0.2587	0.3676
Median_0perc_0repeat	0.4	0.5615	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5533	0.0482	0.0096	0.6778	0.2265	0.3395
Median_0perc_0repeat	0.4	0.5481	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.545	0.0485	0.0097	0.6089	0.2578	0.3622
Median_0perc_0repeat	0.4	0.5308	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5544	0.0523	0.0105	0.6607	0.2164	0.326
Median_0perc_0repeat	0.4	0.5486	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5641	0.0563	0.0113	0.6278	0.2604	0.3681
Median_0perc_0repeat	0.4	0.5603	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5501	0.057	0.0114	0.6061	0.3114	0.4114
Median_0perc_0repeat	0.4	0.5509	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.555	0.0456	0.0091	0.6466	0.1429	0.2341
Median_0perc_0repeat	0.4	0.5453	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5538	0.0495	0.0099	0.6111	0.1507	0.2418
Median_0perc_0repeat	0.4	0.5353	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5548	0.0655	0.0131	0.6214	0.2292	0.3349
Median_0perc_0repeat	0.4	0.5331	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5338	0.0351	0.007	0.6093	0.1633	0.2576
Median_0perc_0repeat	0.4	0.5242	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.547	0.0599	0.012	0.5943	0.251	0.353
Median_0perc_0repeat	0.4	0.5291	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5373	0.043	0.0086	0.6854	0.1463	0.2412
Median_0perc_0repeat	0.4	0.5372	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5385	0.0501	0.01	0.6154	0.1721	0.2689
Median_0perc_0repeat	0.4	0.53	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5463	0.0413	0.0083	0.5971	0.1459	0.2345
Median_0perc_0repeat	0.4	0.5352	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5744	0.058	0.0116	0.7365	0.2374	0.3591
Median_0perc_0repeat	0.4	0.5663	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5488	0.0469	0.0094	0.6566	0.1766	0.2783
Median_0perc_0repeat	0.4	0.5335	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5479	0.0334	0.0067	0.6622	0.2036	0.3114
Median_0perc_0repeat	0.4	0.533	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.554	0.0561	0.0112	0.6681	0.3029	0.4168
Median_0perc_0repeat	0.4	0.5466	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5705	0.0576	0.0115	0.6339	0.2869	0.395
Median_0perc_0repeat	0.4	0.5735	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.556	0.0476	0.0095	0.6471	0.2163	0.3242
Median_0perc_0repeat	0.4	0.5538	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5684	0.0568	0.0114	0.6294	0.2863	0.3935
Median_0perc_0repeat	0.4	0.5568	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5635	0.0541	0.0108	0.7176	0.235	0.354
Median_0perc_0repeat	0.4	0.5485	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5493	0.0536	0.0107	0.6388	0.1836	0.2852
Median_0perc_0repeat	0.4	0.5368	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5799	0.0668	0.0134	0.5974	0.379	0.4637
Median_0perc_0repeat	0.4	0.5831	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.543	0.0571	0.0114	0.5612	0.2693	0.364
Median_0perc_0repeat	0.4	0.5278	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5334	0.0366	0.0073	0.6041	0.1674	0.2621
Median_0perc_0repeat	0.4	0.5362	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5582	0.0483	0.0097	0.6456	0.3111	0.4199
Median_0perc_0repeat	0.4	0.5428	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5486	0.0486	0.0097	0.6374	0.2213	0.3285
Median_0perc_0repeat	0.4	0.5445	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5489	0.0424	0.0085	0.6526	0.1602	0.2573
Median_0perc_0repeat	0.4	0.5416	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5511	0.0531	0.0106	0.68	0.2598	0.376
Median_0perc_0repeat	0.4	0.5385	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5395	0.0471	0.0094	0.6545	0.1201	0.203
Median_0perc_0repeat	0.4	0.5252	0.0	0.0	0.0	0.0	0.0
