0perc_0repeat	0.4	0.5569	0.0472	0.0094	0.6778	0.2787	0.395
Median_0perc_0repeat	0.4	0.5434	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.562	0.0626	0.0125	0.5917	0.3493	0.4393
Median_0perc_0repeat	0.4	0.5552	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5481	0.0506	0.0101	0.6457	0.2118	0.319
Median_0perc_0repeat	0.4	0.528	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.569	0.0614	0.0123	0.652	0.228	0.3379
Median_0perc_0repeat	0.4	0.5518	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5524	0.0544	0.0109	0.6777	0.2923	0.4084
Median_0perc_0repeat	0.4	0.5384	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5524	0.0408	0.0082	0.6788	0.1748	0.278
Median_0perc_0repeat	0.4	0.5444	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.541	0.0421	0.0084	0.657	0.2134	0.3222
Median_0perc_0repeat	0.4	0.5362	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5489	0.0543	0.0109	0.6547	0.269	0.3814
Median_0perc_0repeat	0.4	0.538	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5421	0.0427	0.0085	0.6068	0.1737	0.2701
Median_0perc_0repeat	0.4	0.5219	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5487	0.0374	0.0075	0.656	0.164	0.2625
Median_0perc_0repeat	0.4	0.5511	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5529	0.0604	0.0121	0.651	0.3077	0.4179
Median_0perc_0repeat	0.4	0.5499	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5492	0.0492	0.0098	0.6631	0.242	0.3546
Median_0perc_0repeat	0.4	0.5411	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.564	0.0691	0.0138	0.6076	0.3365	0.4331
Median_0perc_0repeat	0.4	0.539	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5414	0.0489	0.0098	0.6521	0.1713	0.2713
Median_0perc_0repeat	0.4	0.5284	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5733	0.0605	0.0121	0.694	0.3158	0.434
Median_0perc_0repeat	0.4	0.5718	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5364	0.0405	0.0081	0.629	0.2132	0.3185
Median_0perc_0repeat	0.4	0.5305	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5566	0.0656	0.0131	0.6389	0.2785	0.3879
Median_0perc_0repeat	0.4	0.5474	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5558	0.0501	0.01	0.6285	0.1445	0.235
Median_0perc_0repeat	0.4	0.5457	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5584	0.0608	0.0122	0.6067	0.2823	0.3854
Median_0perc_0repeat	0.4	0.5588	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5643	0.0417	0.0083	0.7283	0.1917	0.3035
Median_0perc_0repeat	0.4	0.5584	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5464	0.0383	0.0077	0.6527	0.1273	0.2131
Median_0perc_0repeat	0.4	0.5396	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5621	0.053	0.0106	0.6837	0.1995	0.3089
Median_0perc_0repeat	0.4	0.5437	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.552	0.0568	0.0114	0.6171	0.3221	0.4233
Median_0perc_0repeat	0.4	0.5377	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5489	0.0606	0.0121	0.6214	0.3484	0.4465
Median_0perc_0repeat	0.4	0.539	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5517	0.0589	0.0118	0.5994	0.2712	0.3734
Median_0perc_0repeat	0.4	0.5292	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.562	0.0627	0.0125	0.686	0.2326	0.3474
Median_0perc_0repeat	0.4	0.5386	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5744	0.0446	0.0089	0.6793	0.2578	0.3737
Median_0perc_0repeat	0.4	0.5783	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5574	0.0538	0.0108	0.6438	0.2219	0.3301
Median_0perc_0repeat	0.4	0.5381	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5484	0.0438	0.0088	0.7061	0.0968	0.1702
Median_0perc_0repeat	0.4	0.5391	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5384	0.0461	0.0092	0.5985	0.1792	0.2758
Median_0perc_0repeat	0.4	0.5278	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5464	0.07	0.014	0.7101	0.3354	0.4556
Median_0perc_0repeat	0.4	0.5262	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.565	0.0596	0.0119	0.6011	0.213	0.3145
Median_0perc_0repeat	0.4	0.5551	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5632	0.0523	0.0105	0.6879	0.1746	0.2785
Median_0perc_0repeat	0.4	0.5447	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5674	0.0556	0.0111	0.6391	0.1917	0.2949
Median_0perc_0repeat	0.4	0.5437	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5375	0.0536	0.0107	0.6029	0.3498	0.4427
Median_0perc_0repeat	0.4	0.5295	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5512	0.0532	0.0106	0.7018	0.2223	0.3377
Median_0perc_0repeat	0.4	0.5556	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5669	0.0498	0.01	0.6034	0.2606	0.364
Median_0perc_0repeat	0.4	0.5555	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5402	0.0356	0.0071	0.6411	0.181	0.2822
Median_0perc_0repeat	0.4	0.5365	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5423	0.0574	0.0115	0.6478	0.3298	0.4371
Median_0perc_0repeat	0.4	0.5303	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5653	0.0523	0.0105	0.6924	0.1722	0.2757
Median_0perc_0repeat	0.4	0.5508	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5535	0.0534	0.0107	0.6651	0.2401	0.3528
Median_0perc_0repeat	0.4	0.5387	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5457	0.0548	0.011	0.6149	0.2048	0.3073
Median_0perc_0repeat	0.4	0.527	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5564	0.0568	0.0114	0.6754	0.2297	0.3428
Median_0perc_0repeat	0.4	0.5477	0.0	0.0	0.0	0.0	0.0
0perc_0repeat	0.4	0.5651	0.0531	0.0106	0.617	0.2266	0.3314
Median_0perc_0repeat	0.4	0.5586	0.0	0.0	0.0	0.0	0.0
