down0.75_original	0.4	0.5031	0.0094	0.0007	0.375	0.3868	0.3808	0.5034	0.5216	0.0259	0.0018	0.6124	0.0032	0.0168	0.4341	0.0033	0.0296
down0.75_original	0.4	0.5056	0.0089	0.0006	0.3499	0.3393	0.3445	0.5068	0.5302	0.0263	0.0019	0.6177	0.0032	0.0244	0.4447	0.0033	0.0248
down0.75_original	0.4	0.5048	0.0093	0.0007	0.3711	0.358	0.3644	0.506	0.5267	0.0296	0.0021	0.6147	0.0036	0.0257	0.4368	0.0034	0.0303
down0.75_original	0.4	0.5048	0.0091	0.0006	0.3604	0.3577	0.359	0.5054	0.5245	0.028	0.002	0.6138	0.003	0.0173	0.4419	0.0033	0.0222
down0.75_original	0.4	0.504	0.0088	0.0006	0.3697	0.3668	0.3682	0.5048	0.5247	0.0286	0.002	0.6179	0.003	0.0194	0.4345	0.0031	0.0323
down0.75_original	0.4	0.505	0.0089	0.0006	0.3675	0.3548	0.361	0.5058	0.5285	0.0261	0.0018	0.619	0.0032	0.0307	0.4349	0.0031	0.0225
down0.75_original	0.4	0.5044	0.0085	0.0006	0.3663	0.3608	0.3635	0.5048	0.5292	0.0264	0.0019	0.6159	0.0032	0.0259	0.4384	0.0031	0.0211
down0.75_original	0.4	0.5044	0.009	0.0006	0.3576	0.3634	0.3605	0.5057	0.5276	0.0277	0.002	0.6163	0.0031	0.0214	0.4386	0.0036	0.0218
down0.75_original	0.4	0.5037	0.009	0.0006	0.3711	0.3741	0.3726	0.5035	0.5256	0.0268	0.0019	0.6092	0.003	0.0245	0.4403	0.0034	0.0281
down0.75_original	0.4	0.5049	0.0091	0.0006	0.37	0.358	0.3639	0.5057	0.5262	0.0288	0.002	0.6193	0.0031	0.0224	0.4357	0.0031	0.0231
down0.75_original	0.4	0.5046	0.0089	0.0006	0.3536	0.3539	0.3537	0.5047	0.5287	0.0291	0.0021	0.6147	0.0032	0.0287	0.4421	0.0032	0.0339
down0.75_original	0.4	0.506	0.0084	0.0006	0.3548	0.3333	0.3437	0.5067	0.5316	0.0269	0.0019	0.6229	0.0034	0.0234	0.4399	0.0032	0.0217
down0.75_original	0.4	0.5055	0.0093	0.0007	0.3618	0.344	0.3527	0.5067	0.5304	0.0277	0.002	0.6191	0.0031	0.0281	0.4402	0.0036	0.0252
down0.75_original	0.4	0.5047	0.0085	0.0006	0.368	0.3554	0.3616	0.5059	0.5282	0.0273	0.0019	0.6171	0.0031	0.015	0.437	0.0034	0.0246
down0.75_original	0.4	0.5054	0.0083	0.0006	0.3561	0.3438	0.3498	0.5063	0.5295	0.0256	0.0018	0.6208	0.003	0.0243	0.4386	0.0032	0.0176
down0.75_original	0.4	0.5042	0.0098	0.0007	0.3703	0.3677	0.369	0.5053	0.5255	0.0271	0.0019	0.6136	0.0032	0.0271	0.4381	0.0032	0.0318
down0.75_original	0.4	0.5056	0.0083	0.0006	0.3638	0.3464	0.3549	0.5064	0.5286	0.0263	0.0019	0.6212	0.0029	0.0191	0.4384	0.0031	0.029
down0.75_original	0.4	0.5057	0.0088	0.0006	0.3553	0.3421	0.3486	0.5075	0.529	0.0275	0.0019	0.6175	0.0032	0.0272	0.4441	0.0032	0.0364
down0.75_original	0.4	0.5042	0.0092	0.0007	0.3661	0.3692	0.3677	0.5041	0.5255	0.0242	0.0017	0.6152	0.0031	0.0283	0.4345	0.0032	0.0273
down0.75_original	0.4	0.5049	0.0082	0.0006	0.3605	0.3523	0.3563	0.5053	0.5285	0.0257	0.0018	0.6162	0.0031	0.0303	0.4386	0.0029	0.027
down0.75_original	0.4	0.5045	0.009	0.0006	0.358	0.3625	0.3602	0.5056	0.5267	0.026	0.0018	0.6189	0.0034	0.0207	0.4363	0.0032	0.0267
down0.75_original	0.4	0.5051	0.0086	0.0006	0.3565	0.3456	0.351	0.5053	0.5289	0.0298	0.0021	0.6261	0.0032	0.0191	0.4367	0.0035	0.0312
down0.75_original	0.4	0.5044	0.0091	0.0006	0.3614	0.3637	0.3625	0.5058	0.5266	0.0261	0.0018	0.6144	0.0034	0.0199	0.4368	0.0031	0.0214
down0.75_original	0.4	0.5041	0.0089	0.0006	0.3633	0.3727	0.3679	0.5055	0.5267	0.0279	0.002	0.6178	0.0032	0.0138	0.4342	0.0032	0.0264
down0.75_original	0.4	0.5049	0.009	0.0006	0.3674	0.3605	0.3639	0.5051	0.5279	0.0269	0.0019	0.6187	0.003	0.0255	0.4344	0.0035	0.0264
down0.75_original	0.4	0.5042	0.0098	0.0007	0.3603	0.3665	0.3634	0.5057	0.5259	0.0279	0.002	0.6093	0.0032	0.0223	0.4435	0.0034	0.0258
down0.75_original	0.4	0.5042	0.0088	0.0006	0.3652	0.3711	0.3681	0.5048	0.5234	0.0268	0.0019	0.6167	0.0032	0.0229	0.4356	0.003	0.0283
down0.75_original	0.4	0.5051	0.0083	0.0006	0.3572	0.3517	0.3544	0.5054	0.5266	0.0243	0.0017	0.6166	0.003	0.0269	0.4415	0.0033	0.0225
