		Training Size
1given1	0.1	0.2	0.5	0.9

original	0.8962	0.9072	0.9072	0.9083
05perc_10repeat	0.8304	0.834	0.841	0.8403
05perc_2repeat	0.8496	0.8579	0.8593	0.8581
05perc_5repeat	0.8331	0.842	0.845	0.8455
15perc_10repeat	0.7111	0.721	0.7232	0.7241
15perc_2repeat	0.7562	0.7696	0.7732	0.7727
15perc_5repeat	0.7286	0.7428	0.7396	0.7391
30perc_10repeat	0.6004	0.6009	0.6002	0.6007
30perc_2repeat	0.6759	0.6811	0.6824	0.6844
30perc_5repeat	0.6292	0.6276	0.6283	0.6273
40perc_10repeat	0.5474	0.5544	0.5537	0.5543
40perc_2repeat	0.6493	0.6497	0.6507	0.6519
40perc_5repeat	0.5844	0.5835	0.5841	0.5849
50perc_10repeat	0.5347	0.5372	0.5374	0.5377
50perc_2repeat	0.6384	0.6365	0.6384	0.6385
50perc_5repeat	0.5718	0.5678	0.569	0.5699
60perc_10repeat	0.5446	0.547	0.5498	0.5498
60perc_2repeat	0.6359	0.6465	0.6472	0.6487
60perc_5repeat	0.5773	0.5802	0.58	0.5814
70perc_10repeat	0.5882	0.5877	0.5912	0.5919
70perc_2repeat	0.6716	0.6758	0.6779	0.6787
70perc_5repeat	0.6161	0.6153	0.6181	0.6202
90perc_10repeat	0.7426	0.7619	0.7652	0.768
90perc_2repeat	0.8017	0.8012	0.8052	0.8073
90perc_5repeat	0.773	0.7777	0.7788	0.7798
100perc_10repeat	0.897	0.903	0.9032	0.9032
100perc_2repeat	0.899	0.9041	0.9059	0.905
100perc_5repeat	0.9057	0.9046	0.903	0.9038
