priorClass0	0.1	0.5	0.6	0.9

original	0.5306	0.5295	0.5272	0.5277
05perc_10repeat	0.5215	0.5263	0.5274	0.5279
05perc_2repeat	0.5306	0.5261	0.5285	0.5279
05perc_5repeat	0.5235	0.5294	0.526	0.5278
15perc_10repeat	0.5239	0.5287	0.527	0.5276
15perc_2repeat	0.5273	0.5255	0.5279	0.5274
15perc_5repeat	0.5236	0.5291	0.5274	0.528
30perc_10repeat	0.5301	0.5292	0.527	0.5277
30perc_2repeat	0.5276	0.5285	0.5246	0.5273
30perc_5repeat	0.5274	0.5302	0.5293	0.5275
40perc_10repeat	0.5275	0.5276	0.5288	0.5269
40perc_2repeat	0.5262	0.5268	0.5259	0.5275
40perc_5repeat	0.5349	0.5268	0.5282	0.5275
50perc_10repeat	0.5233	0.5266	0.5258	0.5271
50perc_2repeat	0.5239	0.5288	0.5268	0.5274
50perc_5repeat	0.5306	0.5267	0.5265	0.5279
60perc_10repeat	0.5306	0.5257	0.5293	0.527
60perc_2repeat	0.5234	0.526	0.5285	0.5274
60perc_5repeat	0.5233	0.5284	0.5272	0.5266
70perc_10repeat	0.5302	0.5296	0.5288	0.5275
70perc_2repeat	0.5219	0.5274	0.5266	0.5275
70perc_5repeat	0.5261	0.5276	0.5269	0.5276
80perc_10repeat	0.5277	0.5263	0.5278	0.5279
80perc_2repeat	0.5268	0.5304	0.5286	0.5267
80perc_5repeat	0.5276	0.5288	0.5267	0.5277
90perc_10repeat	0.5262	0.5281	0.5268	0.5273
90perc_2repeat	0.5302	0.5264	0.5292	0.5276
90perc_5repeat	0.5278	0.5265	0.5285	0.5262
100perc_10repeat	0.5318	0.5271	0.5301	0.5269
100perc_2repeat	0.5209	0.5254	0.5273	0.5273
100perc_5repeat	0.5353	0.5273	0.528	0.5277
