

0.5_0.52_0.52_r1	0.9	0.2183	0.6757	0.0143	0.002	0.5023	0.4559	0.478	0.6757	0.5	0.0	0.0	0.52	0.0	0.0	0.52	0.0	0.0
0.5_0.52_0.52_r1	0.8	0.2197	0.6729	0.01	0.0014	0.4983	0.4488	0.4723	0.6711	0.5	0.0	0.0	0.52	0.0	0.0	0.52	0.0	0.0
0.5_0.52_0.52_r1	0.7	0.2214	0.667	0.0074	0.001	0.4862	0.4503	0.4676	0.6668	0.5	0.0	0.0	0.52	0.0	0.0	0.52	0.0	0.0
0.5_0.52_0.52_r1	0.6	0.2233	0.6637	0.0054	0.0008	0.486	0.4518	0.4683	0.6638	0.5	0.0	0.0	0.52	0.0	0.0	0.52	0.0	0.0
0.5_0.52_0.52_r1	0.5	0.2255	0.6562	0.0047	0.0007	0.4739	0.4534	0.4634	0.6565	0.5	0.0	0.0	0.52	0.0	0.0	0.52	0.0	0.0
0.5_0.52_0.52_r1	0.45	0.2268	0.6517	0.0054	0.0008	0.4649	0.456	0.4604	0.6519	0.5	0.0	0.0	0.52	0.0	0.0	0.52	0.0	0.0
0.5_0.52_0.52_r1	0.4	0.228	0.6486	0.0043	0.0006	0.4632	0.4533	0.4582	0.6485	0.5	0.0	0.0	0.52	0.0	0.0	0.52	0.0	0.0
0.5_0.52_0.52_r1	0.35	0.2297	0.6441	0.0045	0.0006	0.4566	0.4574	0.457	0.6438	0.5	0.0	0.0	0.52	0.0	0.0	0.52	0.0	0.0
0.5_0.52_0.52_r1	0.3	0.2313	0.6378	0.0048	0.0007	0.4478	0.4527	0.4502	0.6378	0.5	0.0	0.0	0.52	0.0	0.0	0.52	0.0	0.0
0.5_0.52_0.52_r1	0.1	0.2451	0.5659	0.0204	0.0029	0.3743	0.538	0.4415	0.5601	0.5	0.0	0.0	0.52	0.0	0.0	0.52	0.0	0.0
0.5_0.52_0.52_r1	0.25	0.2336	0.6287	0.005	0.0007	0.4333	0.4469	0.44	0.6291	0.5	0.0	0.0	0.52	0.0	0.0	0.52	0.0	0.0
0.5_0.52_0.52_r1	0.2	0.236	0.6178	0.0061	0.0009	0.4229	0.4743	0.4471	0.6185	0.5	0.0	0.0	0.52	0.0	0.0	0.52	0.0	0.0
0.5_0.52_0.52_r1	0.05	0.2513	0.5406	0.03	0.0042	0.3261	0.4575	0.3808	0.5463	0.5	0.0	0.0	0.52	0.0	0.0	0.52	0.0	0.0

0.5_0.52_0.52_r2	0.9	0.2192	0.6754	0.0134	0.0019	0.5036	0.4573	0.4793	0.674	0.5	0.0	0.0	0.52	0.0	0.0	0.52	0.0	0.0
