Label	trainingSize	SquaredLoss_Mean	Accuracy_Mean	Accuracy_SD	Accuracy_SE	Precision_Mean	Recall_Mean	F1	Accuracy_Median	PriorClass0_Mean	PriorClass0_SD	PriorClass0_SE	ProbabilityEstimate_0given0_Mean 	ProbabilityEstimate_0given0_SD 	ProbabilityEstimate_0given0_SE 	ProbabilityEstimate_1given1_Mean	ProbabilityEstimate_1given1_SD	ProbabilityEstimate_1given1_SE
40perc_5repeat	0.2	0.3125	0.6711	0.0096	0.0007	0.0	0.0	0.0	0.6714	0.6705	0.0386	0.0027	0.7084	0.0039	0.0	0.3567	0.0054	0.0
50perc_2repeat	0.2	0.3133	0.6703	0.0092	0.0006	0.004	0.0001	0.0001	0.6694	0.6737	0.0367	0.0026	0.708	0.004	0.0	0.3572	0.0061	0.0
50perc_5repeat	0.2	0.3096	0.6728	0.0089	0.0006	0.0	0.0	0.0	0.6734	0.6636	0.0356	0.0025	0.6988	0.0038	0.0	0.3636	0.005	0.0
40perc_10repeat	0.2	0.3111	0.6724	0.0093	0.0007	0.0002	0.0	0.0	0.6734	0.6652	0.0374	0.0026	0.7053	0.0037	0.0	0.3669	0.0051	0.0
5perc_2repeat	0.25	0.3129	0.672	0.0105	0.0007	0.0068	0.0001	0.0001	0.6731	0.6678	0.0314	0.0022	0.7196	0.0035	0.0	0.3893	0.0052	0.0
15perc_2repeat	0.25	0.3151	0.6707	0.0113	0.0008	0.0054	0.0	0.0001	0.671	0.6719	0.0338	0.0024	0.7273	0.0036	0.0	0.3864	0.0058	0.0
30perc_2repeat	0.25	0.3132	0.6712	0.0106	0.0007	0.0	0.0	0.0	0.671	0.6702	0.0317	0.0022	0.7126	0.0036	0.0	0.3742	0.005	0.0
5perc_5repeat	0.25	0.3156	0.6703	0.0116	0.0008	0.0	0.0	0.0	0.671	0.6728	0.0349	0.0025	0.7274	0.0036	0.0	0.3891	0.0053	0.0
40perc_2repeat	0.25	0.3145	0.671	0.0107	0.0008	0.0	0.0	0.0	0.671	0.6709	0.0322	0.0023	0.7175	0.0032	0.0	0.3704	0.0048	0.0
15perc_5repeat	0.25	0.3155	0.6702	0.0108	0.0008	0.0018	0.0	0.0001	0.671	0.6732	0.0324	0.0023	0.7223	0.0034	0.0	0.3809	0.0056	0.0
50perc_2repeat	0.25	0.3133	0.6707	0.0112	0.0008	0.0	0.0	0.0	0.671	0.6717	0.0335	0.0024	0.7093	0.0036	0.0	0.3658	0.0049	0.0
30perc_5repeat	0.25	0.3139	0.6707	0.0116	0.0008	0.0	0.0	0.0	0.671	0.6717	0.0347	0.0025	0.7141	0.0035	0.0	0.3725	0.0048	0.0
60perc_2repeat	0.2	0.3122	0.6713	0.0089	0.0006	0.0012	0.0	0.0	0.6714	0.6695	0.0358	0.0025	0.7086	0.004	0.0	0.3564	0.0055	0.0
60perc_2repeat	0.25	0.3129	0.6714	0.0106	0.0008	0.0002	0.0	0.0	0.671	0.6698	0.0318	0.0023	0.7086	0.0033	0.0	0.3641	0.0042	0.0
70perc_2repeat	0.25	0.3127	0.6714	0.0111	0.0008	0.0	0.0	0.0	0.671	0.6697	0.0332	0.0023	0.7067	0.0035	0.0	0.3599	0.0045	0.0
40perc_5repeat	0.25	0.3136	0.6714	0.0104	0.0007	0.0	0.0	0.0	0.671	0.6696	0.0311	0.0022	0.7121	0.0029	0.0	0.3647	0.0049	0.0
80perc_2repeat	0.25	0.3117	0.6716	0.0118	0.0008	0.0	0.0	0.0	0.6731	0.6691	0.0354	0.0025	0.6969	0.0032	0.0	0.3572	0.0041	0.0
50perc_5repeat	0.25	0.3122	0.6716	0.0113	0.0008	0.0	0.0	0.0	0.6731	0.6691	0.0339	0.0024	0.7027	0.0032	0.0	0.3572	0.0047	0.0
5perc_10repeat	0.25	0.3146	0.6712	0.0108	0.0008	0.0027	0.0	0.0	0.671	0.6704	0.0323	0.0023	0.7265	0.0036	0.0	0.3814	0.006	0.0
60perc_5repeat	0.25	0.3125	0.6711	0.0115	0.0008	0.0	0.0	0.0	0.671	0.6705	0.0345	0.0024	0.7036	0.0032	0.0	0.3578	0.0041	0.0
70perc_2repeat	0.2	0.3132	0.6702	0.0096	0.0007	0.0037	0.0	0.0001	0.6704	0.6742	0.0385	0.0027	0.7055	0.004	0.0	0.3513	0.0058	0.0
70perc_5repeat	0.25	0.3113	0.6718	0.0109	0.0008	0.0	0.0	0.0	0.671	0.6686	0.0328	0.0023	0.6969	0.0031	0.0	0.3495	0.0039	0.0
15perc_10repeat	0.25	0.3147	0.671	0.0104	0.0007	0.0009	0.0	0.0	0.671	0.6709	0.0312	0.0022	0.7224	0.0034	0.0	0.3758	0.0054	0.0
80perc_5repeat	0.25	0.3162	0.6687	0.0107	0.0008	0.0	0.0	0.0	0.6688	0.6778	0.0322	0.0023	0.7041	0.0028	0.0	0.3332	0.0036	0.0
60perc_5repeat	0.2	0.3153	0.6691	0.0094	0.0007	0.0004	0.0	0.0	0.6673	0.6786	0.0377	0.0027	0.7086	0.0037	0.0	0.3508	0.0049	0.0
80perc_2repeat	0.2	0.3134	0.6701	0.0099	0.0007	0.0	0.0	0.0	0.6694	0.6743	0.0398	0.0028	0.7031	0.0038	0.0	0.3419	0.0052	0.0
30perc_10repeat	0.25	0.3153	0.6704	0.0102	0.0007	0.0006	0.0	0.0	0.671	0.6727	0.0305	0.0022	0.7188	0.0031	0.0	0.3656	0.0045	0.0
90perc_2repeat	0.2	0.3124	0.6708	0.0095	0.0007	0.0	0.0	0.0	0.6714	0.6717	0.0379	0.0027	0.699	0.0036	0.0	0.3492	0.005	0.0
