Label	trainingSize	SquaredLoss_Mean	Accuracy_Mean	Accuracy_SD	Accuracy_SE	Precision_Mean	Recall_Mean	F1	Accuracy_Median	PriorClass0_Mean	PriorClass0_SD	PriorClass0_SE	ProbabilityEstimate_0given0_Mean 	ProbabilityEstimate_0given0_SD 	ProbabilityEstimate_0given0_SE 	ProbabilityEstimate_1given1_Mean	ProbabilityEstimate_1given1_SD	ProbabilityEstimate_1given1_SE
70perc_2repeat	0.2	0.0508	0.9475	0.0131	0.0009	0.9309	0.9708	0.9504	0.9491	0.5002	0.0142	0.001	0.6781	0.0018	0.0	0.6758	0.0016	0.0
50perc_10repeat	0.2	0.254	0.6926	0.2061	0.0146	0.7349	0.7304	0.7327	0.5458	0.4983	0.0096	0.0007	0.5349	0.0013	0.0	0.5372	0.0013	0.0
90perc_2repeat	0.2	0.0437	0.9497	0.0041	0.0003	0.9325	0.9739	0.9527	0.9498	0.5044	0.0105	0.0007	0.8047	0.0019	0.0	0.8012	0.0018	0.0
100perc_2repeat	0.2	0.0441	0.9498	0.0038	0.0003	0.933	0.9735	0.9528	0.95	0.5074	0.0096	0.0007	0.9063	0.0017	0.0	0.9041	0.0018	0.0
70perc_5repeat	0.2	0.0694	0.9346	0.0754	0.0053	0.9264	0.9501	0.9381	0.9483	0.5033	0.0123	0.0009	0.6227	0.0016	0.0	0.6153	0.0017	0.0
90perc_5repeat	0.2	0.0441	0.9495	0.0047	0.0003	0.9343	0.9715	0.9525	0.9495	0.5119	0.0158	0.0011	0.7863	0.002	0.0	0.7777	0.0022	0.0
60perc_10repeat	0.2	0.1833	0.801	0.1964	0.0139	0.8421	0.7728	0.806	0.9295	0.5024	0.0092	0.0006	0.5514	0.0013	0.0	0.547	0.0013	0.0
100perc_5repeat	0.2	0.0444	0.9494	0.0044	0.0003	0.9334	0.9721	0.9524	0.9498	0.5161	0.0197	0.0014	0.9086	0.0018	0.0	0.9046	0.0019	0.0
70perc_10repeat	0.2	0.1162	0.8821	0.151	0.0107	0.9071	0.8633	0.8847	0.9461	0.5057	0.0109	0.0008	0.5987	0.0017	0.0	0.5877	0.0018	0.0
05perc_2repeat	0.4	0.0447	0.9481	0.0062	0.0004	0.9284	0.9757	0.9515	0.9485	0.4811	0.016	0.0011	0.8467	0.0016	0.0	0.8593	0.0015	0.0
90perc_10repeat	0.2	0.047	0.947	0.0326	0.0023	0.9332	0.9662	0.9495	0.9497	0.5117	0.0185	0.0013	0.7697	0.0022	0.0	0.7619	0.0023	0.0
15perc_2repeat	0.4	0.0464	0.9478	0.007	0.0005	0.9278	0.9758	0.9512	0.9479	0.4837	0.0159	0.0011	0.7581	0.0019	0.0	0.772	0.0017	0.0
100perc_10repeat	0.2	0.0441	0.9496	0.0048	0.0003	0.9336	0.9725	0.9527	0.9495	0.5154	0.0247	0.0017	0.9073	0.0019	0.0	0.903	0.0021	0.0
05perc_5repeat	0.4	0.0451	0.9482	0.0065	0.0005	0.9293	0.9749	0.9515	0.9482	0.4814	0.0166	0.0012	0.837	0.0017	0.0	0.844	0.0016	0.0
15perc_5repeat	0.4	0.0479	0.9474	0.008	0.0006	0.9271	0.9756	0.9507	0.9479	0.4831	0.0153	0.0011	0.7258	0.0018	0.0	0.7383	0.0017	0.0
15perc_10repeat	0.4	0.0487	0.947	0.0088	0.0006	0.9265	0.9758	0.9505	0.9483	0.4858	0.0134	0.0009	0.7091	0.0019	0.0	0.723	0.0017	0.0
05perc_10repeat	0.4	0.045	0.9477	0.0073	0.0005	0.9269	0.9765	0.951	0.9481	0.4805	0.0156	0.0011	0.827	0.0016	0.0	0.8412	0.0014	0.0
05perc_2repeat	0.5	0.0445	0.9481	0.0068	0.0005	0.9281	0.9762	0.9515	0.9479	0.4824	0.0147	0.001	0.8502	0.0014	0.0	0.8593	0.0012	0.0
15perc_2repeat	0.5	0.046	0.9481	0.0078	0.0006	0.9287	0.9751	0.9513	0.9486	0.4827	0.0141	0.001	0.76	0.0018	0.0	0.7732	0.0016	0.0
30perc_2repeat	0.5	0.0554	0.9426	0.0432	0.0031	0.9237	0.9743	0.9483	0.9464	0.4876	0.0117	0.0008	0.6718	0.0016	0.0	0.6824	0.0017	0.0
40perc_2repeat	0.5	0.055	0.9469	0.0106	0.0008	0.9265	0.9756	0.9504	0.9482	0.4899	0.0113	0.0008	0.6366	0.0014	0.0	0.6507	0.0014	0.0
100perc_2repeat	0.4	0.0433	0.9508	0.006	0.0004	0.9352	0.973	0.9537	0.951	0.5069	0.0056	0.0004	0.9042	0.0009	0.0	0.9022	0.001	0.0
50perc_2repeat	0.5	0.0563	0.9469	0.0094	0.0007	0.9277	0.974	0.9503	0.9482	0.4929	0.0116	0.0008	0.629	0.0013	0.0	0.6384	0.0013	0.0
05perc_5repeat	0.5	0.0443	0.9485	0.008	0.0006	0.9293	0.9753	0.9517	0.9484	0.4815	0.0136	0.001	0.8372	0.0013	0.0	0.845	0.0012	0.0
90perc_5repeat	0.4	0.0433	0.9508	0.0061	0.0004	0.9364	0.9718	0.9538	0.951	0.5102	0.01	0.0007	0.7857	0.0012	0.0	0.7781	0.0013	0.0
15perc_5repeat	0.5	0.0473	0.9482	0.0081	0.0006	0.9289	0.9755	0.9516	0.9485	0.4857	0.0123	0.0009	0.7258	0.0016	0.0	0.7396	0.0014	0.0
30perc_5repeat	0.5	0.0641	0.9393	0.0445	0.0031	0.918	0.9748	0.9455	0.9466	0.4895	0.0103	0.0007	0.6137	0.0016	0.0	0.6283	0.0014	0.0
30perc_2repeat	0.4	0.0528	0.9454	0.011	0.0008	0.9262	0.973	0.949	0.947	0.4852	0.0144	0.001	0.6711	0.0019	0.0	0.6819	0.0019	0.0
100perc_5repeat	0.4	0.0434	0.9506	0.0056	0.0004	0.9356	0.9721	0.9535	0.9504	0.5133	0.0122	0.0009	0.9075	0.0011	0.0	0.9036	0.0012	0.0
40perc_5repeat	0.5	0.0802	0.9289	0.0741	0.0052	0.9091	0.9645	0.936	0.946	0.4932	0.0087	0.0006	0.5756	0.0012	0.0	0.5841	0.0011	0.0
60perc_2repeat	0.5	0.0537	0.9487	0.0079	0.0006	0.9304	0.9741	0.9518	0.9478	0.4955	0.0101	0.0007	0.6414	0.0011	0.0	0.6472	0.0011	0.0
